MIR_Pass,LLVM_Pass,co_count
ForceInline,expand-reductions,3
ForceInline,gep-const-evaluation,3
ForceInline,global-outlining,3
ForceInline,i2p-p2i-opt,3
ForceInline,icp,3
ForceInline,ifcvt-diamond,3
ForceInline,ifcvt-forked-diamond,3
ForceInline,ifcvt-simple,3
ForceInline,ifcvt-simple-false,3
ForceInline,ifcvt-triangle,3
ForceInline,ifcvt-triangle-false,3
ForceInline,ifcvt-triangle-rev,3
ForceInline,interleaved-load-combine,3
ForceInline,last-run-tracking,3
ForceInline,layout-fsprofile-loader,3
ForceInline,lftr,3
ForceInline,licm-promotion,3
ForceInline,loop-idiom-vectorize-all,3
ForceInline,loop-idiom-vectorize-bytecmp,3
ForceInline,loop-level-heuristics,3
ForceInline,lsr,3
ForceInline,machine-cse,3
ForceInline,machine-dce,3
ForceInline,machine-licm,3
ForceInline,machine-sink,3
ForceInline,memop-opt,3
ForceInline,mergeicmps,3
ForceInline,mr-partial-inlining,3
ForceInline,nofree-inference,3
ForceInline,non-allocatable-phys-copy-opt,3
ForceInline,nounwind-inference,3
ForceInline,ondemand-mds-loading,3
ForceInline,partial-inlining,3
ForceInline,partial-libcall-inlining,3
ForceInline,peephole,3
ForceInline,phi-elim-edge-splitting,3
ForceInline,post-ra,3
ForceInline,postra-machine-licm,3
ForceInline,postra-machine-sink,3
ForceInline,preheader-prot,3
ForceInline,preinline,3
ForceInline,promote-alloca-to-vector,3
ForceInline,ra-fsprofile-loader,3
ForceInline,replace-with-vec-lib,3
ForceInline,sample-loader-inlining,3
ForceInline,select-optimize,3
ForceInline,separate-const-offset-from-gep,3
ForceInline,spill-fusing,3
ForceInline,ssc,3
ForceInline,strictnode-mutation,3
ForceInline,tail-calls,3
ForceInline,tail-duplicate,3
ForceInline,thinlto-funcattrs,3
ForceInline,type-promotion,3
ForceInline,vector-combine,3
ForceInline,vp,3
ForceInline,whole-program-visibility,3
GVN,2addr-hack,3
GVN,adv-copy-opt,3
GVN,advanced-peeling,3
GVN,auto-upgrade-debug-info,3
GVN,binop-extract-shuffle,3
GVN,bitcode-version-upgrade,3
GVN,block-placement,3
GVN,branch-fold,3
GVN,cfi-fixup,3
GVN,cgdata-for-merging,3
GVN,cgp,3
GVN,cgp-branch-opts,3
GVN,cgp-delete-phis,3
GVN,cgp-ext-ld-promotion,3
GVN,cgp-gc-opts,3
GVN,cgp-select2branch,3
GVN,cgp-store-extract,3
GVN,chr,3
GVN,cleanups,3
GVN,complex-addr-modes,3
GVN,constant-hoisting,3
GVN,copyprop,3
GVN,demotion,3
GVN,dfa-sched,3
GVN,early-ifcvt,3
GVN,early-taildup,3
GVN,expand-reductions,3
GVN,gep-const-evaluation,3
GVN,global-outlining,3
GVN,i2p-p2i-opt,3
GVN,icp,3
GVN,ifcvt-diamond,3
GVN,ifcvt-forked-diamond,3
GVN,ifcvt-simple,3
GVN,ifcvt-simple-false,3
GVN,ifcvt-triangle,3
GVN,ifcvt-triangle-false,3
GVN,ifcvt-triangle-rev,3
GVN,interleaved-load-combine,3
GVN,last-run-tracking,3
GVN,layout-fsprofile-loader,3
GVN,lftr,3
GVN,loop-idiom-vectorize-all,3
GVN,loop-idiom-vectorize-bytecmp,3
GVN,loop-level-heuristics,3
GVN,lsr,3
GVN,machine-cse,3
GVN,machine-dce,3
GVN,machine-licm,3
GVN,machine-sink,3
GVN,memop-opt,3
GVN,mergeicmps,3
GVN,mr-partial-inlining,3
GVN,nofree-inference,3
GVN,non-allocatable-phys-copy-opt,3
GVN,nounwind-inference,3
GVN,ondemand-mds-loading,3
GVN,partial-inlining,3
GVN,partial-libcall-inlining,3
GVN,peephole,3
GVN,phi-elim-edge-splitting,3
GVN,post-ra,3
GVN,postra-machine-licm,3
GVN,postra-machine-sink,3
GVN,preheader-prot,3
GVN,preinline,3
GVN,promote-alloca-to-vector,3
GVN,ra-fsprofile-loader,3
GVN,replace-with-vec-lib,3
GVN,sample-loader-inlining,3
GVN,select-optimize,3
GVN,separate-const-offset-from-gep,3
GVN,spill-fusing,3
GVN,ssc,3
GVN,strictnode-mutation,3
GVN,tail-calls,3
GVN,tail-duplicate,3
GVN,thinlto-funcattrs,3
GVN,type-promotion,3
GVN,vector-combine,3
GVN,vp,3
GVN,whole-program-visibility,3
ImpossiblePredicates,2addr-hack,3
ImpossiblePredicates,adv-copy-opt,3
ImpossiblePredicates,advanced-peeling,3
ImpossiblePredicates,auto-upgrade-debug-info,3
ImpossiblePredicates,binop-extract-shuffle,3
ImpossiblePredicates,bitcode-version-upgrade,3
ImpossiblePredicates,block-placement,3
ImpossiblePredicates,branch-fold,3
ImpossiblePredicates,cfi-fixup,3
ImpossiblePredicates,cgdata-for-merging,3
ImpossiblePredicates,cgp,3
ImpossiblePredicates,cgp-branch-opts,3
ImpossiblePredicates,cgp-delete-phis,3
ImpossiblePredicates,cgp-ext-ld-promotion,3
ImpossiblePredicates,cgp-gc-opts,3
ImpossiblePredicates,cgp-select2branch,3
ImpossiblePredicates,cgp-store-extract,3
ImpossiblePredicates,chr,3
ImpossiblePredicates,cleanups,3
ImpossiblePredicates,complex-addr-modes,3
ImpossiblePredicates,constant-hoisting,3
ImpossiblePredicates,copyprop,3
ImpossiblePredicates,demotion,3
ImpossiblePredicates,dfa-sched,3
ImpossiblePredicates,early-ifcvt,3
ImpossiblePredicates,early-taildup,3
ImpossiblePredicates,expand-reductions,3
ImpossiblePredicates,gep-const-evaluation,3
ImpossiblePredicates,global-outlining,3
ImpossiblePredicates,i2p-p2i-opt,3
ImpossiblePredicates,icp,3
ImpossiblePredicates,ifcvt-diamond,3
ImpossiblePredicates,ifcvt-forked-diamond,3
ImpossiblePredicates,ifcvt-simple,3
ImpossiblePredicates,ifcvt-simple-false,3
ImpossiblePredicates,ifcvt-triangle,3
ImpossiblePredicates,ifcvt-triangle-false,3
ImpossiblePredicates,ifcvt-triangle-rev,3
ImpossiblePredicates,interleaved-load-combine,3
ImpossiblePredicates,last-run-tracking,3
ImpossiblePredicates,layout-fsprofile-loader,3
ImpossiblePredicates,lftr,3
ImpossiblePredicates,licm-promotion,3
ImpossiblePredicates,loop-idiom-vectorize-all,3
ImpossiblePredicates,loop-idiom-vectorize-bytecmp,3
ImpossiblePredicates,loop-level-heuristics,3
ImpossiblePredicates,lsr,3
ImpossiblePredicates,machine-cse,3
ImpossiblePredicates,machine-dce,3
ImpossiblePredicates,machine-licm,3
ImpossiblePredicates,machine-sink,3
ImpossiblePredicates,memop-opt,3
ImpossiblePredicates,mergeicmps,3
ImpossiblePredicates,nofree-inference,3
ImpossiblePredicates,non-allocatable-phys-copy-opt,3
ImpossiblePredicates,ondemand-mds-loading,3
ImpossiblePredicates,partial-inlining,3
ImpossiblePredicates,partial-libcall-inlining,3
ImpossiblePredicates,peephole,3
ImpossiblePredicates,phi-elim-edge-splitting,3
ImpossiblePredicates,post-ra,3
ImpossiblePredicates,postra-machine-licm,3
ImpossiblePredicates,postra-machine-sink,3
ImpossiblePredicates,preheader-prot,3
ImpossiblePredicates,preinline,3
ImpossiblePredicates,promote-alloca-to-vector,3
ImpossiblePredicates,ra-fsprofile-loader,3
ImpossiblePredicates,replace-with-vec-lib,3
ImpossiblePredicates,sample-loader-inlining,3
ImpossiblePredicates,select-optimize,3
ImpossiblePredicates,separate-const-offset-from-gep,3
ImpossiblePredicates,spill-fusing,3
ImpossiblePredicates,ssc,3
ImpossiblePredicates,strictnode-mutation,3
ImpossiblePredicates,tail-calls,3
ImpossiblePredicates,tail-duplicate,3
ImpossiblePredicates,thinlto-funcattrs,3
ImpossiblePredicates,type-promotion,3
ImpossiblePredicates,vector-combine,3
ImpossiblePredicates,vp,3
ImpossiblePredicates,whole-program-visibility,3
Inline,2addr-hack,3
Inline,adv-copy-opt,3
Inline,advanced-peeling,3
Inline,auto-upgrade-debug-info,3
Inline,binop-extract-shuffle,3
Inline,bitcode-version-upgrade,3
Inline,block-placement,3
Inline,branch-fold,3
Inline,cfi-fixup,3
Inline,cgdata-for-merging,3
Inline,cgp,3
Inline,cgp-branch-opts,3
Inline,cgp-delete-phis,3
Inline,cgp-ext-ld-promotion,3
Inline,cgp-gc-opts,3
Inline,cgp-select2branch,3
Inline,cgp-store-extract,3
Inline,chr,3
Inline,cleanups,3
Inline,complex-addr-modes,3
Inline,constant-hoisting,3
Inline,copyprop,3
Inline,demotion,3
Inline,dfa-sched,3
Inline,early-ifcvt,3
Inline,early-taildup,3
Inline,expand-reductions,3
Inline,gep-const-evaluation,3
Inline,global-outlining,3
Inline,i2p-p2i-opt,3
Inline,icp,3
Inline,ifcvt-diamond,3
Inline,ifcvt-forked-diamond,3
Inline,ifcvt-simple,3
Inline,ifcvt-simple-false,3
Inline,ifcvt-triangle,3
Inline,ifcvt-triangle-false,3
Inline,ifcvt-triangle-rev,3
Inline,interleaved-load-combine,3
Inline,last-run-tracking,3
Inline,layout-fsprofile-loader,3
Inline,licm-promotion,3
Inline,loop-idiom-vectorize-all,3
Inline,loop-idiom-vectorize-bytecmp,3
Inline,loop-level-heuristics,3
Inline,lsr,3
Inline,machine-cse,3
Inline,machine-dce,3
Inline,machine-licm,3
Inline,machine-sink,3
Inline,memop-opt,3
Inline,mergeicmps,3
Inline,mr-partial-inlining,3
Inline,nofree-inference,3
Inline,non-allocatable-phys-copy-opt,3
Inline,nounwind-inference,3
Inline,ondemand-mds-loading,3
Inline,partial-inlining,3
Inline,partial-libcall-inlining,3
Inline,peephole,3
Inline,phi-elim-edge-splitting,3
Inline,post-ra,3
Inline,postra-machine-licm,3
Inline,postra-machine-sink,3
Inline,preheader-prot,3
Inline,preinline,3
Inline,promote-alloca-to-vector,3
Inline,ra-fsprofile-loader,3
Inline,replace-with-vec-lib,3
Inline,sample-loader-inlining,3
Inline,select-optimize,3
Inline,separate-const-offset-from-gep,3
Inline,spill-fusing,3
Inline,ssc,3
Inline,strictnode-mutation,3
Inline,tail-calls,3
Inline,tail-duplicate,3
Inline,thinlto-funcattrs,3
Inline,type-promotion,3
Inline,vector-combine,3
Inline,vp,3
Inline,whole-program-visibility,3
InstSimplify-after-simplifycfg,2addr-hack,3
InstSimplify-after-simplifycfg,adv-copy-opt,3
InstSimplify-after-simplifycfg,advanced-peeling,3
InstSimplify-after-simplifycfg,auto-upgrade-debug-info,3
InstSimplify-after-simplifycfg,binop-extract-shuffle,3
InstSimplify-after-simplifycfg,bitcode-version-upgrade,3
InstSimplify-after-simplifycfg,block-placement,3
InstSimplify-after-simplifycfg,branch-fold,3
InstSimplify-after-simplifycfg,cfi-fixup,3
InstSimplify-after-simplifycfg,cgdata-for-merging,3
InstSimplify-after-simplifycfg,cgp,3
InstSimplify-after-simplifycfg,cgp-branch-opts,3
InstSimplify-after-simplifycfg,cgp-delete-phis,3
InstSimplify-after-simplifycfg,cgp-ext-ld-promotion,3
InstSimplify-after-simplifycfg,cgp-gc-opts,3
InstSimplify-after-simplifycfg,cgp-select2branch,3
InstSimplify-after-simplifycfg,cgp-store-extract,3
InstSimplify-after-simplifycfg,chr,3
InstSimplify-after-simplifycfg,cleanups,3
InstSimplify-after-simplifycfg,complex-addr-modes,3
InstSimplify-after-simplifycfg,constant-hoisting,3
InstSimplify-after-simplifycfg,copyprop,3
InstSimplify-after-simplifycfg,demotion,3
InstSimplify-after-simplifycfg,dfa-sched,3
InstSimplify-after-simplifycfg,early-ifcvt,3
InstSimplify-after-simplifycfg,early-taildup,3
InstSimplify-after-simplifycfg,expand-reductions,3
InstSimplify-after-simplifycfg,gep-const-evaluation,3
InstSimplify-after-simplifycfg,global-outlining,3
InstSimplify-after-simplifycfg,i2p-p2i-opt,3
InstSimplify-after-simplifycfg,icp,3
InstSimplify-after-simplifycfg,ifcvt-diamond,3
InstSimplify-after-simplifycfg,ifcvt-forked-diamond,3
InstSimplify-after-simplifycfg,ifcvt-simple,3
InstSimplify-after-simplifycfg,ifcvt-simple-false,3
InstSimplify-after-simplifycfg,ifcvt-triangle,3
InstSimplify-after-simplifycfg,ifcvt-triangle-false,3
InstSimplify-after-simplifycfg,ifcvt-triangle-rev,3
InstSimplify-after-simplifycfg,interleaved-load-combine,3
InstSimplify-after-simplifycfg,last-run-tracking,3
InstSimplify-after-simplifycfg,layout-fsprofile-loader,3
InstSimplify-after-simplifycfg,lftr,3
InstSimplify-after-simplifycfg,licm-promotion,3
InstSimplify-after-simplifycfg,loop-idiom-vectorize-all,3
InstSimplify-after-simplifycfg,loop-idiom-vectorize-bytecmp,3
InstSimplify-after-simplifycfg,loop-level-heuristics,3
InstSimplify-after-simplifycfg,lsr,3
InstSimplify-after-simplifycfg,machine-cse,3
InstSimplify-after-simplifycfg,machine-dce,3
InstSimplify-after-simplifycfg,machine-licm,3
InstSimplify-after-simplifycfg,machine-sink,3
InstSimplify-after-simplifycfg,memop-opt,3
InstSimplify-after-simplifycfg,mergeicmps,3
InstSimplify-after-simplifycfg,mr-partial-inlining,3
InstSimplify-after-simplifycfg,nofree-inference,3
InstSimplify-after-simplifycfg,non-allocatable-phys-copy-opt,3
InstSimplify-after-simplifycfg,nounwind-inference,3
InstSimplify-after-simplifycfg,ondemand-mds-loading,3
InstSimplify-after-simplifycfg,partial-inlining,3
InstSimplify-after-simplifycfg,partial-libcall-inlining,3
InstSimplify-after-simplifycfg,peephole,3
InstSimplify-after-simplifycfg,phi-elim-edge-splitting,3
InstSimplify-after-simplifycfg,post-ra,3
InstSimplify-after-simplifycfg,postra-machine-licm,3
InstSimplify-after-simplifycfg,postra-machine-sink,3
InstSimplify-after-simplifycfg,preheader-prot,3
InstSimplify-after-simplifycfg,preinline,3
InstSimplify-after-simplifycfg,promote-alloca-to-vector,3
InstSimplify-after-simplifycfg,ra-fsprofile-loader,3
InstSimplify-after-simplifycfg,replace-with-vec-lib,3
InstSimplify-after-simplifycfg,sample-loader-inlining,3
InstSimplify-after-simplifycfg,select-optimize,3
InstSimplify-after-simplifycfg,separate-const-offset-from-gep,3
InstSimplify-after-simplifycfg,spill-fusing,3
InstSimplify-after-simplifycfg,ssc,3
InstSimplify-after-simplifycfg,strictnode-mutation,3
InstSimplify-after-simplifycfg,tail-calls,3
InstSimplify-after-simplifycfg,tail-duplicate,3
InstSimplify-after-simplifycfg,thinlto-funcattrs,3
InstSimplify-after-simplifycfg,type-promotion,3
InstSimplify-after-simplifycfg,vector-combine,3
InstSimplify-after-simplifycfg,vp,3
InstSimplify-after-simplifycfg,whole-program-visibility,3
InstSimplify-before-inline,2addr-hack,3
InstSimplify-before-inline,adv-copy-opt,3
InstSimplify-before-inline,advanced-peeling,3
InstSimplify-before-inline,auto-upgrade-debug-info,3
InstSimplify-before-inline,binop-extract-shuffle,3
InstSimplify-before-inline,bitcode-version-upgrade,3
InstSimplify-before-inline,block-placement,3
InstSimplify-before-inline,branch-fold,3
InstSimplify-before-inline,cfi-fixup,3
InstSimplify-before-inline,cgdata-for-merging,3
InstSimplify-before-inline,cgp,3
InstSimplify-before-inline,cgp-branch-opts,3
InstSimplify-before-inline,cgp-delete-phis,3
InstSimplify-before-inline,cgp-ext-ld-promotion,3
InstSimplify-before-inline,cgp-gc-opts,3
InstSimplify-before-inline,cgp-select2branch,3
InstSimplify-before-inline,cgp-store-extract,3
InstSimplify-before-inline,chr,3
InstSimplify-before-inline,cleanups,3
InstSimplify-before-inline,complex-addr-modes,3
InstSimplify-before-inline,constant-hoisting,3
InstSimplify-before-inline,copyprop,3
InstSimplify-before-inline,demotion,3
InstSimplify-before-inline,dfa-sched,3
InstSimplify-before-inline,early-ifcvt,3
InstSimplify-before-inline,early-taildup,3
InstSimplify-before-inline,expand-reductions,3
InstSimplify-before-inline,gep-const-evaluation,3
InstSimplify-before-inline,global-outlining,3
InstSimplify-before-inline,i2p-p2i-opt,3
InstSimplify-before-inline,icp,3
InstSimplify-before-inline,ifcvt-diamond,3
InstSimplify-before-inline,ifcvt-forked-diamond,3
InstSimplify-before-inline,ifcvt-simple,3
InstSimplify-before-inline,ifcvt-simple-false,3
InstSimplify-before-inline,ifcvt-triangle,3
InstSimplify-before-inline,ifcvt-triangle-false,3
InstSimplify-before-inline,ifcvt-triangle-rev,3
InstSimplify-before-inline,interleaved-load-combine,3
InstSimplify-before-inline,last-run-tracking,3
InstSimplify-before-inline,layout-fsprofile-loader,3
InstSimplify-before-inline,lftr,3
InstSimplify-before-inline,licm-promotion,3
InstSimplify-before-inline,loop-idiom-vectorize-all,3
InstSimplify-before-inline,loop-idiom-vectorize-bytecmp,3
InstSimplify-before-inline,loop-level-heuristics,3
InstSimplify-before-inline,lsr,3
InstSimplify-before-inline,machine-cse,3
InstSimplify-before-inline,machine-dce,3
InstSimplify-before-inline,machine-licm,3
InstSimplify-before-inline,machine-sink,3
InstSimplify-before-inline,memop-opt,3
InstSimplify-before-inline,mergeicmps,3
InstSimplify-before-inline,mr-partial-inlining,3
InstSimplify-before-inline,nofree-inference,3
InstSimplify-before-inline,non-allocatable-phys-copy-opt,3
InstSimplify-before-inline,nounwind-inference,3
InstSimplify-before-inline,ondemand-mds-loading,3
InstSimplify-before-inline,partial-inlining,3
InstSimplify-before-inline,partial-libcall-inlining,3
InstSimplify-before-inline,peephole,3
InstSimplify-before-inline,phi-elim-edge-splitting,3
InstSimplify-before-inline,post-ra,3
InstSimplify-before-inline,postra-machine-licm,3
InstSimplify-before-inline,postra-machine-sink,3
InstSimplify-before-inline,preheader-prot,3
InstSimplify-before-inline,preinline,3
InstSimplify-before-inline,promote-alloca-to-vector,3
InstSimplify-before-inline,ra-fsprofile-loader,3
InstSimplify-before-inline,replace-with-vec-lib,3
InstSimplify-before-inline,sample-loader-inlining,3
InstSimplify-before-inline,select-optimize,3
InstSimplify-before-inline,separate-const-offset-from-gep,3
InstSimplify-before-inline,spill-fusing,3
InstSimplify-before-inline,ssc,3
InstSimplify-before-inline,strictnode-mutation,3
InstSimplify-before-inline,tail-calls,3
InstSimplify-before-inline,tail-duplicate,3
InstSimplify-before-inline,type-promotion,3
InstSimplify-before-inline,vector-combine,3
InstSimplify-before-inline,vp,3
JumpThreading,2addr-hack,3
JumpThreading,adv-copy-opt,3
JumpThreading,advanced-peeling,3
JumpThreading,auto-upgrade-debug-info,3
JumpThreading,binop-extract-shuffle,3
JumpThreading,bitcode-version-upgrade,3
JumpThreading,block-placement,3
JumpThreading,branch-fold,3
JumpThreading,cfi-fixup,3
JumpThreading,cgdata-for-merging,3
JumpThreading,cgp,3
JumpThreading,cgp-branch-opts,3
JumpThreading,cgp-delete-phis,3
JumpThreading,cgp-ext-ld-promotion,3
JumpThreading,cgp-gc-opts,3
JumpThreading,cgp-select2branch,3
JumpThreading,cgp-store-extract,3
JumpThreading,chr,3
JumpThreading,cleanups,3
JumpThreading,complex-addr-modes,3
JumpThreading,constant-hoisting,3
JumpThreading,copyprop,3
JumpThreading,demotion,3
JumpThreading,dfa-sched,3
JumpThreading,early-ifcvt,3
JumpThreading,early-taildup,3
JumpThreading,expand-reductions,3
JumpThreading,gep-const-evaluation,3
JumpThreading,global-outlining,3
JumpThreading,i2p-p2i-opt,3
JumpThreading,icp,3
JumpThreading,ifcvt-diamond,3
JumpThreading,ifcvt-forked-diamond,3
JumpThreading,ifcvt-simple,3
JumpThreading,ifcvt-simple-false,3
JumpThreading,ifcvt-triangle,3
JumpThreading,ifcvt-triangle-false,3
JumpThreading,ifcvt-triangle-rev,3
JumpThreading,interleaved-load-combine,3
JumpThreading,last-run-tracking,3
JumpThreading,layout-fsprofile-loader,3
JumpThreading,lftr,3
JumpThreading,licm-promotion,3
JumpThreading,loop-idiom-vectorize-all,3
JumpThreading,loop-idiom-vectorize-bytecmp,3
JumpThreading,loop-level-heuristics,3
JumpThreading,lsr,3
JumpThreading,machine-cse,3
JumpThreading,machine-dce,3
JumpThreading,machine-licm,3
JumpThreading,machine-sink,3
JumpThreading,memop-opt,3
JumpThreading,mergeicmps,3
JumpThreading,mr-partial-inlining,3
JumpThreading,nofree-inference,3
JumpThreading,non-allocatable-phys-copy-opt,3
JumpThreading,nounwind-inference,3
JumpThreading,ondemand-mds-loading,3
JumpThreading,partial-inlining,3
JumpThreading,partial-libcall-inlining,3
JumpThreading,peephole,3
JumpThreading,phi-elim-edge-splitting,3
JumpThreading,post-ra,3
JumpThreading,postra-machine-licm,3
JumpThreading,postra-machine-sink,3
JumpThreading,preheader-prot,3
JumpThreading,preinline,3
JumpThreading,promote-alloca-to-vector,3
JumpThreading,ra-fsprofile-loader,3
JumpThreading,replace-with-vec-lib,3
JumpThreading,sample-loader-inlining,3
JumpThreading,select-optimize,3
JumpThreading,separate-const-offset-from-gep,3
JumpThreading,spill-fusing,3
JumpThreading,ssc,3
JumpThreading,strictnode-mutation,3
JumpThreading,tail-calls,3
JumpThreading,tail-duplicate,3
JumpThreading,thinlto-funcattrs,3
JumpThreading,type-promotion,3
JumpThreading,vector-combine,3
JumpThreading,vp,3
JumpThreading,whole-program-visibility,3
MatchBranchSimplification,2addr-hack,3
MatchBranchSimplification,adv-copy-opt,3
MatchBranchSimplification,advanced-peeling,3
MatchBranchSimplification,auto-upgrade-debug-info,3
MatchBranchSimplification,binop-extract-shuffle,3
MatchBranchSimplification,bitcode-version-upgrade,3
MatchBranchSimplification,block-placement,3
MatchBranchSimplification,branch-fold,3
MatchBranchSimplification,cfi-fixup,3
MatchBranchSimplification,cgdata-for-merging,3
MatchBranchSimplification,cgp,3
MatchBranchSimplification,cgp-branch-opts,3
MatchBranchSimplification,cgp-delete-phis,3
MatchBranchSimplification,cgp-ext-ld-promotion,3
MatchBranchSimplification,cgp-gc-opts,3
MatchBranchSimplification,cgp-select2branch,3
MatchBranchSimplification,cgp-store-extract,3
MatchBranchSimplification,chr,3
MatchBranchSimplification,cleanups,3
MatchBranchSimplification,complex-addr-modes,3
MatchBranchSimplification,constant-hoisting,3
MatchBranchSimplification,copyprop,3
MatchBranchSimplification,demotion,3
MatchBranchSimplification,dfa-sched,3
MatchBranchSimplification,early-ifcvt,3
MatchBranchSimplification,early-taildup,3
MatchBranchSimplification,expand-reductions,3
MatchBranchSimplification,gep-const-evaluation,3
MatchBranchSimplification,global-outlining,3
MatchBranchSimplification,i2p-p2i-opt,3
MatchBranchSimplification,icp,3
MatchBranchSimplification,ifcvt-diamond,3
MatchBranchSimplification,ifcvt-forked-diamond,3
MatchBranchSimplification,ifcvt-simple,3
MatchBranchSimplification,ifcvt-simple-false,3
MatchBranchSimplification,ifcvt-triangle,3
MatchBranchSimplification,ifcvt-triangle-false,3
MatchBranchSimplification,ifcvt-triangle-rev,3
MatchBranchSimplification,interleaved-load-combine,3
MatchBranchSimplification,last-run-tracking,3
MatchBranchSimplification,layout-fsprofile-loader,3
MatchBranchSimplification,lftr,3
MatchBranchSimplification,licm-promotion,3
MatchBranchSimplification,loop-idiom-vectorize-all,3
MatchBranchSimplification,loop-idiom-vectorize-bytecmp,3
MatchBranchSimplification,loop-level-heuristics,3
MatchBranchSimplification,lsr,3
MatchBranchSimplification,machine-cse,3
MatchBranchSimplification,machine-dce,3
MatchBranchSimplification,machine-licm,3
MatchBranchSimplification,machine-sink,3
MatchBranchSimplification,memop-opt,3
MatchBranchSimplification,mergeicmps,3
MatchBranchSimplification,mr-partial-inlining,3
MatchBranchSimplification,nofree-inference,3
MatchBranchSimplification,non-allocatable-phys-copy-opt,3
MatchBranchSimplification,nounwind-inference,3
MatchBranchSimplification,ondemand-mds-loading,3
MatchBranchSimplification,partial-inlining,3
MatchBranchSimplification,partial-libcall-inlining,3
MatchBranchSimplification,peephole,3
MatchBranchSimplification,phi-elim-edge-splitting,3
MatchBranchSimplification,post-ra,3
MatchBranchSimplification,postra-machine-licm,3
MatchBranchSimplification,postra-machine-sink,3
MatchBranchSimplification,preheader-prot,3
MatchBranchSimplification,preinline,3
MatchBranchSimplification,promote-alloca-to-vector,3
MatchBranchSimplification,ra-fsprofile-loader,3
MatchBranchSimplification,replace-with-vec-lib,3
MatchBranchSimplification,sample-loader-inlining,3
MatchBranchSimplification,select-optimize,3
MatchBranchSimplification,separate-const-offset-from-gep,3
MatchBranchSimplification,spill-fusing,3
MatchBranchSimplification,ssc,3
MatchBranchSimplification,strictnode-mutation,3
MatchBranchSimplification,tail-calls,3
MatchBranchSimplification,tail-duplicate,3
MatchBranchSimplification,thinlto-funcattrs,3
MatchBranchSimplification,type-promotion,3
MatchBranchSimplification,vector-combine,3
MatchBranchSimplification,vp,3
MatchBranchSimplification,whole-program-visibility,3
ReferencePropagation,2addr-hack,3
ReferencePropagation,adv-copy-opt,3
ReferencePropagation,advanced-peeling,3
ReferencePropagation,auto-upgrade-debug-info,3
ReferencePropagation,binop-extract-shuffle,3
ReferencePropagation,bitcode-version-upgrade,3
ReferencePropagation,block-placement,3
ReferencePropagation,branch-fold,3
ReferencePropagation,cfi-fixup,3
ReferencePropagation,cgdata-for-merging,3
ReferencePropagation,cgp,3
ReferencePropagation,cgp-branch-opts,3
ReferencePropagation,cgp-delete-phis,3
ReferencePropagation,cgp-ext-ld-promotion,3
ReferencePropagation,cgp-gc-opts,3
ReferencePropagation,cgp-select2branch,3
ReferencePropagation,cgp-store-extract,3
ReferencePropagation,chr,3
ReferencePropagation,cleanups,3
ReferencePropagation,complex-addr-modes,3
ReferencePropagation,constant-hoisting,3
ReferencePropagation,copyprop,3
ReferencePropagation,demotion,3
ReferencePropagation,dfa-sched,3
ReferencePropagation,early-ifcvt,3
ReferencePropagation,early-taildup,3
ReferencePropagation,expand-reductions,3
ReferencePropagation,gep-const-evaluation,3
ReferencePropagation,global-outlining,3
ReferencePropagation,i2p-p2i-opt,3
ReferencePropagation,icp,3
ReferencePropagation,ifcvt-diamond,3
ReferencePropagation,ifcvt-forked-diamond,3
ReferencePropagation,ifcvt-simple,3
ReferencePropagation,ifcvt-simple-false,3
ReferencePropagation,ifcvt-triangle,3
ReferencePropagation,ifcvt-triangle-false,3
ReferencePropagation,ifcvt-triangle-rev,3
ReferencePropagation,interleaved-load-combine,3
ReferencePropagation,layout-fsprofile-loader,3
ReferencePropagation,lftr,3
ReferencePropagation,licm-promotion,3
ReferencePropagation,loop-idiom-vectorize-all,3
ReferencePropagation,loop-idiom-vectorize-bytecmp,3
ReferencePropagation,loop-level-heuristics,3
ReferencePropagation,lsr,3
ReferencePropagation,machine-cse,3
ReferencePropagation,machine-dce,3
ReferencePropagation,machine-licm,3
ReferencePropagation,machine-sink,3
ReferencePropagation,memop-opt,3
ReferencePropagation,mergeicmps,3
ReferencePropagation,mr-partial-inlining,3
ReferencePropagation,nofree-inference,3
ReferencePropagation,non-allocatable-phys-copy-opt,3
ReferencePropagation,nounwind-inference,3
ReferencePropagation,ondemand-mds-loading,3
ReferencePropagation,partial-inlining,3
ReferencePropagation,partial-libcall-inlining,3
ReferencePropagation,peephole,3
ReferencePropagation,phi-elim-edge-splitting,3
ReferencePropagation,post-ra,3
ReferencePropagation,postra-machine-licm,3
ReferencePropagation,postra-machine-sink,3
ReferencePropagation,preheader-prot,3
ReferencePropagation,promote-alloca-to-vector,3
ReferencePropagation,ra-fsprofile-loader,3
ReferencePropagation,replace-with-vec-lib,3
ReferencePropagation,sample-loader-inlining,3
ReferencePropagation,select-optimize,3
ReferencePropagation,separate-const-offset-from-gep,3
ReferencePropagation,spill-fusing,3
ReferencePropagation,ssc,3
ReferencePropagation,strictnode-mutation,3
ReferencePropagation,tail-calls,3
ReferencePropagation,tail-duplicate,3
ReferencePropagation,thinlto-funcattrs,3
ReferencePropagation,type-promotion,3
ReferencePropagation,vector-combine,3
ReferencePropagation,vp,3
ReferencePropagation,whole-program-visibility,3
ScalarReplacementOfAggregates,2addr-hack,3
ScalarReplacementOfAggregates,adv-copy-opt,3
ScalarReplacementOfAggregates,advanced-peeling,3
