ConfigName,Variant,RunID,LLVM_Pass,MIR_Pass,BinarySize(Bytes),TotalRuntime(s),CompileTime(s),Mode,Status
EXP_DBL_0328,rustls,9,partial-libcall-inlining,DeadStoreElimination-initial,4318040,10.948803,78.312332,handshake,Success
EXP_DBL_0328,rustls,10,partial-libcall-inlining,DeadStoreElimination-initial,4318040,10.850930,78.312332,handshake,Success
EXP_DBL_0329,rustls,1,peephole,DeadStoreElimination-initial,4351224,10.775605,77.323728,handshake,Success
EXP_DBL_0329,rustls,2,peephole,DeadStoreElimination-initial,4351224,10.916131,77.323728,handshake,Success
EXP_DBL_0329,rustls,3,peephole,DeadStoreElimination-initial,4351224,10.805157,77.323728,handshake,Success
EXP_DBL_0329,rustls,4,peephole,DeadStoreElimination-initial,4351224,10.814634,77.323728,handshake,Success
EXP_DBL_0329,rustls,5,peephole,DeadStoreElimination-initial,4351224,10.797301,77.323728,handshake,Success
EXP_DBL_0329,rustls,6,peephole,DeadStoreElimination-initial,4351224,10.799050,77.323728,handshake,Success
EXP_DBL_0329,rustls,7,peephole,DeadStoreElimination-initial,4351224,10.782280,77.323728,handshake,Success
EXP_DBL_0329,rustls,8,peephole,DeadStoreElimination-initial,4351224,10.959005,77.323728,handshake,Success
EXP_DBL_0329,rustls,9,peephole,DeadStoreElimination-initial,4351224,10.787019,77.323728,handshake,Success
EXP_DBL_0329,rustls,10,peephole,DeadStoreElimination-initial,4351224,10.812399,77.323728,handshake,Success
EXP_DBL_0330,rustls,1,post-ra,DeadStoreElimination-initial,4318040,10.917553,76.301458,handshake,Success
EXP_DBL_0330,rustls,2,post-ra,DeadStoreElimination-initial,4318040,10.811912,76.301458,handshake,Success
EXP_DBL_0330,rustls,3,post-ra,DeadStoreElimination-initial,4318040,10.855472,76.301458,handshake,Success
EXP_DBL_0330,rustls,4,post-ra,DeadStoreElimination-initial,4318040,10.824809,76.301458,handshake,Success
EXP_DBL_0330,rustls,5,post-ra,DeadStoreElimination-initial,4318040,10.829420,76.301458,handshake,Success
EXP_DBL_0330,rustls,6,post-ra,DeadStoreElimination-initial,4318040,10.913988,76.301458,handshake,Success
EXP_DBL_0330,rustls,7,post-ra,DeadStoreElimination-initial,4318040,10.876767,76.301458,handshake,Success
EXP_DBL_0330,rustls,8,post-ra,DeadStoreElimination-initial,4318040,10.811784,76.301458,handshake,Success
EXP_DBL_0330,rustls,9,post-ra,DeadStoreElimination-initial,4318040,10.845743,76.301458,handshake,Success
EXP_DBL_0330,rustls,10,post-ra,DeadStoreElimination-initial,4318040,10.810136,76.301458,handshake,Success
EXP_DBL_0331,rustls,1,spill-fusing,DeadStoreElimination-initial,4331800,10.791884,77.534304,handshake,Success
EXP_DBL_0331,rustls,2,spill-fusing,DeadStoreElimination-initial,4331800,10.830069,77.534304,handshake,Success
EXP_DBL_0331,rustls,3,spill-fusing,DeadStoreElimination-initial,4331800,10.795434,77.534304,handshake,Success
EXP_DBL_0331,rustls,4,spill-fusing,DeadStoreElimination-initial,4331800,10.792657,77.534304,handshake,Success
EXP_DBL_0331,rustls,5,spill-fusing,DeadStoreElimination-initial,4331800,10.916549,77.534304,handshake,Success
EXP_DBL_0331,rustls,6,spill-fusing,DeadStoreElimination-initial,4331800,10.810289,77.534304,handshake,Success
EXP_DBL_0331,rustls,7,spill-fusing,DeadStoreElimination-initial,4331800,10.783159,77.534304,handshake,Success
EXP_DBL_0331,rustls,8,spill-fusing,DeadStoreElimination-initial,4331800,10.821435,77.534304,handshake,Success
EXP_DBL_0331,rustls,9,spill-fusing,DeadStoreElimination-initial,4331800,10.824482,77.534304,handshake,Success
EXP_DBL_0331,rustls,10,spill-fusing,DeadStoreElimination-initial,4331800,10.924761,77.534304,handshake,Success
EXP_DBL_0332,rustls,1,strictnode-mutation,DeadStoreElimination-initial,4318040,10.841992,76.516529,handshake,Success
EXP_DBL_0332,rustls,2,strictnode-mutation,DeadStoreElimination-initial,4318040,10.817136,76.516529,handshake,Success
EXP_DBL_0332,rustls,3,strictnode-mutation,DeadStoreElimination-initial,4318040,10.919586,76.516529,handshake,Success
EXP_DBL_0332,rustls,4,strictnode-mutation,DeadStoreElimination-initial,4318040,10.927197,76.516529,handshake,Success
EXP_DBL_0332,rustls,5,strictnode-mutation,DeadStoreElimination-initial,4318040,10.832817,76.516529,handshake,Success
EXP_DBL_0332,rustls,6,strictnode-mutation,DeadStoreElimination-initial,4318040,10.833708,76.516529,handshake,Success
EXP_DBL_0332,rustls,7,strictnode-mutation,DeadStoreElimination-initial,4318040,10.824644,76.516529,handshake,Success
EXP_DBL_0332,rustls,8,strictnode-mutation,DeadStoreElimination-initial,4318040,10.809347,76.516529,handshake,Success
EXP_DBL_0332,rustls,9,strictnode-mutation,DeadStoreElimination-initial,4318040,10.901644,76.516529,handshake,Success
EXP_DBL_0332,rustls,10,strictnode-mutation,DeadStoreElimination-initial,4318040,10.851527,76.516529,handshake,Success
EXP_DBL_0333,rustls,1,binop-extract-shuffle,DestinationPropagation,4311864,10.805380,77.295371,handshake,Success
EXP_DBL_0333,rustls,2,binop-extract-shuffle,DestinationPropagation,4311864,10.987201,77.295371,handshake,Success
EXP_DBL_0333,rustls,3,binop-extract-shuffle,DestinationPropagation,4311864,10.926933,77.295371,handshake,Success
EXP_DBL_0333,rustls,4,binop-extract-shuffle,DestinationPropagation,4311864,10.811508,77.295371,handshake,Success
EXP_DBL_0333,rustls,5,binop-extract-shuffle,DestinationPropagation,4311864,10.820521,77.295371,handshake,Success
EXP_DBL_0333,rustls,6,binop-extract-shuffle,DestinationPropagation,4311864,10.839521,77.295371,handshake,Success
EXP_DBL_0333,rustls,7,binop-extract-shuffle,DestinationPropagation,4311864,10.975067,77.295371,handshake,Success
EXP_DBL_0333,rustls,8,binop-extract-shuffle,DestinationPropagation,4311864,10.847655,77.295371,handshake,Success
EXP_DBL_0333,rustls,9,binop-extract-shuffle,DestinationPropagation,4311864,10.838507,77.295371,handshake,Success
EXP_DBL_0333,rustls,10,binop-extract-shuffle,DestinationPropagation,4311864,10.825205,77.295371,handshake,Success
EXP_DBL_0334,rustls,1,expand-reductions,DestinationPropagation,4312088,10.881152,76.420810,handshake,Success
EXP_DBL_0334,rustls,2,expand-reductions,DestinationPropagation,4312088,10.812427,76.420810,handshake,Success
EXP_DBL_0334,rustls,3,expand-reductions,DestinationPropagation,4312088,10.814620,76.420810,handshake,Success
EXP_DBL_0334,rustls,4,expand-reductions,DestinationPropagation,4312088,10.777824,76.420810,handshake,Success
EXP_DBL_0334,rustls,5,expand-reductions,DestinationPropagation,4312088,10.803772,76.420810,handshake,Success
EXP_DBL_0334,rustls,6,expand-reductions,DestinationPropagation,4312088,10.902970,76.420810,handshake,Success
EXP_DBL_0334,rustls,7,expand-reductions,DestinationPropagation,4312088,10.795318,76.420810,handshake,Success
EXP_DBL_0334,rustls,8,expand-reductions,DestinationPropagation,4312088,10.840826,76.420810,handshake,Success
EXP_DBL_0334,rustls,9,expand-reductions,DestinationPropagation,4312088,10.793131,76.420810,handshake,Success
EXP_DBL_0334,rustls,10,expand-reductions,DestinationPropagation,4312088,10.786371,76.420810,handshake,Success
EXP_DBL_0335,rustls,1,interleaved-load-combine,DestinationPropagation,4311864,10.808664,78.045541,handshake,Success
EXP_DBL_0335,rustls,2,interleaved-load-combine,DestinationPropagation,4311864,10.833314,78.045541,handshake,Success
EXP_DBL_0335,rustls,3,interleaved-load-combine,DestinationPropagation,4311864,10.799273,78.045541,handshake,Success
EXP_DBL_0335,rustls,4,interleaved-load-combine,DestinationPropagation,4311864,10.925271,78.045541,handshake,Success
EXP_DBL_0335,rustls,5,interleaved-load-combine,DestinationPropagation,4311864,10.841653,78.045541,handshake,Success
EXP_DBL_0335,rustls,6,interleaved-load-combine,DestinationPropagation,4311864,10.827013,78.045541,handshake,Success
EXP_DBL_0335,rustls,7,interleaved-load-combine,DestinationPropagation,4311864,10.815657,78.045541,handshake,Success
EXP_DBL_0335,rustls,8,interleaved-load-combine,DestinationPropagation,4311864,10.845216,78.045541,handshake,Success
EXP_DBL_0335,rustls,9,interleaved-load-combine,DestinationPropagation,4311864,10.805069,78.045541,handshake,Success
EXP_DBL_0335,rustls,10,interleaved-load-combine,DestinationPropagation,4311864,10.909714,78.045541,handshake,Success
EXP_DBL_0336,rustls,1,loop-idiom-vectorize-all,DestinationPropagation,4311864,10.819631,77.625721,handshake,Success
EXP_DBL_0336,rustls,2,loop-idiom-vectorize-all,DestinationPropagation,4311864,10.803271,77.625721,handshake,Success
EXP_DBL_0336,rustls,3,loop-idiom-vectorize-all,DestinationPropagation,4311864,10.917840,77.625721,handshake,Success
EXP_DBL_0336,rustls,4,loop-idiom-vectorize-all,DestinationPropagation,4311864,10.801590,77.625721,handshake,Success
EXP_DBL_0336,rustls,5,loop-idiom-vectorize-all,DestinationPropagation,4311864,10.830009,77.625721,handshake,Success
EXP_DBL_0336,rustls,6,loop-idiom-vectorize-all,DestinationPropagation,4311864,10.810158,77.625721,handshake,Success
EXP_DBL_0336,rustls,7,loop-idiom-vectorize-all,DestinationPropagation,4311864,10.832975,77.625721,handshake,Success
EXP_DBL_0336,rustls,8,loop-idiom-vectorize-all,DestinationPropagation,4311864,10.949605,77.625721,handshake,Success
EXP_DBL_0336,rustls,9,loop-idiom-vectorize-all,DestinationPropagation,4311864,10.846085,77.625721,handshake,Success
EXP_DBL_0336,rustls,10,loop-idiom-vectorize-all,DestinationPropagation,4311864,10.795301,77.625721,handshake,Success
EXP_DBL_0337,rustls,1,loop-idiom-vectorize-bytecmp,DestinationPropagation,4311864,10.938631,76.536357,handshake,Success
EXP_DBL_0337,rustls,2,loop-idiom-vectorize-bytecmp,DestinationPropagation,4311864,10.833661,76.536357,handshake,Success
EXP_DBL_0337,rustls,3,loop-idiom-vectorize-bytecmp,DestinationPropagation,4311864,10.800457,76.536357,handshake,Success
EXP_DBL_0337,rustls,4,loop-idiom-vectorize-bytecmp,DestinationPropagation,4311864,10.854475,76.536357,handshake,Success
EXP_DBL_0337,rustls,5,loop-idiom-vectorize-bytecmp,DestinationPropagation,4311864,10.807238,76.536357,handshake,Success
EXP_DBL_0337,rustls,6,loop-idiom-vectorize-bytecmp,DestinationPropagation,4311864,10.829372,76.536357,handshake,Success
EXP_DBL_0337,rustls,7,loop-idiom-vectorize-bytecmp,DestinationPropagation,4311864,10.874655,76.536357,handshake,Success
EXP_DBL_0337,rustls,8,loop-idiom-vectorize-bytecmp,DestinationPropagation,4311864,10.836121,76.536357,handshake,Success
EXP_DBL_0337,rustls,9,loop-idiom-vectorize-bytecmp,DestinationPropagation,4311864,10.810713,76.536357,handshake,Success
EXP_DBL_0337,rustls,10,loop-idiom-vectorize-bytecmp,DestinationPropagation,4311864,10.817193,76.536357,handshake,Success
EXP_DBL_0338,rustls,1,promote-alloca-to-vector,DestinationPropagation,4311864,10.827079,76.491262,handshake,Success
EXP_DBL_0338,rustls,2,promote-alloca-to-vector,DestinationPropagation,4311864,10.794530,76.491262,handshake,Success
EXP_DBL_0338,rustls,3,promote-alloca-to-vector,DestinationPropagation,4311864,10.814795,76.491262,handshake,Success
EXP_DBL_0338,rustls,4,promote-alloca-to-vector,DestinationPropagation,4311864,10.799904,76.491262,handshake,Success
EXP_DBL_0338,rustls,5,promote-alloca-to-vector,DestinationPropagation,4311864,10.920256,76.491262,handshake,Success
EXP_DBL_0338,rustls,6,promote-alloca-to-vector,DestinationPropagation,4311864,10.856020,76.491262,handshake,Success
EXP_DBL_0338,rustls,7,promote-alloca-to-vector,DestinationPropagation,4311864,10.843143,76.491262,handshake,Success
EXP_DBL_0338,rustls,8,promote-alloca-to-vector,DestinationPropagation,4311864,10.814696,76.491262,handshake,Success
EXP_DBL_0338,rustls,9,promote-alloca-to-vector,DestinationPropagation,4311864,10.822470,76.491262,handshake,Success
EXP_DBL_0338,rustls,10,promote-alloca-to-vector,DestinationPropagation,4311864,10.801994,76.491262,handshake,Success
EXP_DBL_0339,rustls,1,replace-with-vec-lib,DestinationPropagation,4311864,10.813163,76.521451,handshake,Success
EXP_DBL_0339,rustls,2,replace-with-vec-lib,DestinationPropagation,4311864,10.813942,76.521451,handshake,Success
EXP_DBL_0339,rustls,3,replace-with-vec-lib,DestinationPropagation,4311864,10.823914,76.521451,handshake,Success
EXP_DBL_0339,rustls,4,replace-with-vec-lib,DestinationPropagation,4311864,10.932429,76.521451,handshake,Success
EXP_DBL_0339,rustls,5,replace-with-vec-lib,DestinationPropagation,4311864,10.824029,76.521451,handshake,Success
EXP_DBL_0339,rustls,6,replace-with-vec-lib,DestinationPropagation,4311864,10.825963,76.521451,handshake,Success
EXP_DBL_0339,rustls,7,replace-with-vec-lib,DestinationPropagation,4311864,10.817452,76.521451,handshake,Success
EXP_DBL_0339,rustls,8,replace-with-vec-lib,DestinationPropagation,4311864,10.800648,76.521451,handshake,Success
EXP_DBL_0339,rustls,9,replace-with-vec-lib,DestinationPropagation,4311864,10.853697,76.521451,handshake,Success
EXP_DBL_0339,rustls,10,replace-with-vec-lib,DestinationPropagation,4311864,10.926116,76.521451,handshake,Success
EXP_DBL_0340,rustls,1,vector-combine,DestinationPropagation,4311864,10.796020,76.765191,handshake,Success
EXP_DBL_0340,rustls,2,vector-combine,DestinationPropagation,4311864,10.871015,76.765191,handshake,Success
EXP_DBL_0340,rustls,3,vector-combine,DestinationPropagation,4311864,10.888303,76.765191,handshake,Success
EXP_DBL_0340,rustls,4,vector-combine,DestinationPropagation,4311864,10.832515,76.765191,handshake,Success
EXP_DBL_0340,rustls,5,vector-combine,DestinationPropagation,4311864,10.830480,76.765191,handshake,Success
EXP_DBL_0340,rustls,6,vector-combine,DestinationPropagation,4311864,10.815726,76.765191,handshake,Success
EXP_DBL_0340,rustls,7,vector-combine,DestinationPropagation,4311864,10.802123,76.765191,handshake,Success
EXP_DBL_0340,rustls,8,vector-combine,DestinationPropagation,4311864,10.921103,76.765191,handshake,Success
EXP_DBL_0340,rustls,9,vector-combine,DestinationPropagation,4311864,10.816422,76.765191,handshake,Success
EXP_DBL_0340,rustls,10,vector-combine,DestinationPropagation,4311864,10.823961,76.765191,handshake,Success
EXP_DBL_0341,rustls,1,advanced-peeling,DestinationPropagation,4307008,10.949542,75.719815,handshake,Success
EXP_DBL_0341,rustls,2,advanced-peeling,DestinationPropagation,4307008,10.794014,75.719815,handshake,Success
EXP_DBL_0341,rustls,3,advanced-peeling,DestinationPropagation,4307008,10.781849,75.719815,handshake,Success
EXP_DBL_0341,rustls,4,advanced-peeling,DestinationPropagation,4307008,10.832623,75.719815,handshake,Success
EXP_DBL_0341,rustls,5,advanced-peeling,DestinationPropagation,4307008,10.836303,75.719815,handshake,Success
EXP_DBL_0341,rustls,6,advanced-peeling,DestinationPropagation,4307008,10.801492,75.719815,handshake,Success
EXP_DBL_0341,rustls,7,advanced-peeling,DestinationPropagation,4307008,10.888185,75.719815,handshake,Success
EXP_DBL_0341,rustls,8,advanced-peeling,DestinationPropagation,4307008,10.789670,75.719815,handshake,Success
EXP_DBL_0341,rustls,9,advanced-peeling,DestinationPropagation,4307008,10.810126,75.719815,handshake,Success
EXP_DBL_0341,rustls,10,advanced-peeling,DestinationPropagation,4307008,10.821494,75.719815,handshake,Success
EXP_DBL_0342,rustls,1,lftr,DestinationPropagation,4312296,10.795071,76.232754,handshake,Success
EXP_DBL_0342,rustls,2,lftr,DestinationPropagation,4312296,10.794487,76.232754,handshake,Success
EXP_DBL_0342,rustls,3,lftr,DestinationPropagation,4312296,10.829123,76.232754,handshake,Success
EXP_DBL_0342,rustls,4,lftr,DestinationPropagation,4312296,10.862058,76.232754,handshake,Success
EXP_DBL_0342,rustls,5,lftr,DestinationPropagation,4312296,10.958655,76.232754,handshake,Success
EXP_DBL_0342,rustls,6,lftr,DestinationPropagation,4312296,10.808421,76.232754,handshake,Success
EXP_DBL_0342,rustls,7,lftr,DestinationPropagation,4312296,10.811489,76.232754,handshake,Success
EXP_DBL_0342,rustls,8,lftr,DestinationPropagation,4312296,10.812246,76.232754,handshake,Success
EXP_DBL_0342,rustls,9,lftr,DestinationPropagation,4312296,10.854158,76.232754,handshake,Success
EXP_DBL_0342,rustls,10,lftr,DestinationPropagation,4312296,10.831586,76.232754,handshake,Success
EXP_DBL_0343,rustls,1,licm-promotion,DestinationPropagation,4309472,10.804608,76.403647,handshake,Success
EXP_DBL_0343,rustls,2,licm-promotion,DestinationPropagation,4309472,10.823848,76.403647,handshake,Success
EXP_DBL_0343,rustls,3,licm-promotion,DestinationPropagation,4309472,10.837003,76.403647,handshake,Success
EXP_DBL_0343,rustls,4,licm-promotion,DestinationPropagation,4309472,10.891867,76.403647,handshake,Success
EXP_DBL_0343,rustls,5,licm-promotion,DestinationPropagation,4309472,10.790881,76.403647,handshake,Success
EXP_DBL_0343,rustls,6,licm-promotion,DestinationPropagation,4309472,10.790323,76.403647,handshake,Success
EXP_DBL_0343,rustls,7,licm-promotion,DestinationPropagation,4309472,10.795081,76.403647,handshake,Success
EXP_DBL_0343,rustls,8,licm-promotion,DestinationPropagation,4309472,10.839826,76.403647,handshake,Success
EXP_DBL_0343,rustls,9,licm-promotion,DestinationPropagation,4309472,10.933152,76.403647,handshake,Success
EXP_DBL_0343,rustls,10,licm-promotion,DestinationPropagation,4309472,10.793004,76.403647,handshake,Success
EXP_DBL_0344,rustls,1,loop-level-heuristics,DestinationPropagation,4311864,10.809687,76.190452,handshake,Success
EXP_DBL_0344,rustls,2,loop-level-heuristics,DestinationPropagation,4311864,10.971204,76.190452,handshake,Success
EXP_DBL_0344,rustls,3,loop-level-heuristics,DestinationPropagation,4311864,10.813030,76.190452,handshake,Success
EXP_DBL_0344,rustls,4,loop-level-heuristics,DestinationPropagation,4311864,10.804011,76.190452,handshake,Success
EXP_DBL_0344,rustls,5,loop-level-heuristics,DestinationPropagation,4311864,10.813638,76.190452,handshake,Success
EXP_DBL_0344,rustls,6,loop-level-heuristics,DestinationPropagation,4311864,10.804906,76.190452,handshake,Success
EXP_DBL_0344,rustls,7,loop-level-heuristics,DestinationPropagation,4311864,10.832643,76.190452,handshake,Success
EXP_DBL_0344,rustls,8,loop-level-heuristics,DestinationPropagation,4311864,10.950718,76.190452,handshake,Success
EXP_DBL_0344,rustls,9,loop-level-heuristics,DestinationPropagation,4311864,10.810672,76.190452,handshake,Success
EXP_DBL_0344,rustls,10,loop-level-heuristics,DestinationPropagation,4311864,10.805859,76.190452,handshake,Success
EXP_DBL_0345,rustls,1,lsr,DestinationPropagation,4313464,10.924428,75.198758,handshake,Success
EXP_DBL_0345,rustls,2,lsr,DestinationPropagation,4313464,10.817207,75.198758,handshake,Success
EXP_DBL_0345,rustls,3,lsr,DestinationPropagation,4313464,10.787302,75.198758,handshake,Success
EXP_DBL_0345,rustls,4,lsr,DestinationPropagation,4313464,10.873441,75.198758,handshake,Success
EXP_DBL_0345,rustls,5,lsr,DestinationPropagation,4313464,10.781059,75.198758,handshake,Success
EXP_DBL_0345,rustls,6,lsr,DestinationPropagation,4313464,10.845932,75.198758,handshake,Success
EXP_DBL_0345,rustls,7,lsr,DestinationPropagation,4313464,10.910977,75.198758,handshake,Success
EXP_DBL_0345,rustls,8,lsr,DestinationPropagation,4313464,10.777238,75.198758,handshake,Success
EXP_DBL_0345,rustls,9,lsr,DestinationPropagation,4313464,10.798153,75.198758,handshake,Success
EXP_DBL_0345,rustls,10,lsr,DestinationPropagation,4313464,10.780923,75.198758,handshake,Success
EXP_DBL_0346,rustls,1,machine-licm,DestinationPropagation,4294584,10.826840,75.834809,handshake,Success
EXP_DBL_0346,rustls,2,machine-licm,DestinationPropagation,4294584,10.791496,75.834809,handshake,Success
EXP_DBL_0346,rustls,3,machine-licm,DestinationPropagation,4294584,10.775368,75.834809,handshake,Success
EXP_DBL_0346,rustls,4,machine-licm,DestinationPropagation,4294584,10.790267,75.834809,handshake,Success
EXP_DBL_0346,rustls,5,machine-licm,DestinationPropagation,4294584,10.933910,75.834809,handshake,Success
EXP_DBL_0346,rustls,6,machine-licm,DestinationPropagation,4294584,10.815104,75.834809,handshake,Success
EXP_DBL_0346,rustls,7,machine-licm,DestinationPropagation,4294584,10.806104,75.834809,handshake,Success
EXP_DBL_0346,rustls,8,machine-licm,DestinationPropagation,4294584,10.791246,75.834809,handshake,Success
EXP_DBL_0346,rustls,9,machine-licm,DestinationPropagation,4294584,10.790581,75.834809,handshake,Success
EXP_DBL_0346,rustls,10,machine-licm,DestinationPropagation,4294584,10.787731,75.834809,handshake,Success
EXP_DBL_0347,rustls,1,postra-machine-licm,DestinationPropagation,4311864,10.807934,75.604067,handshake,Success
EXP_DBL_0347,rustls,2,postra-machine-licm,DestinationPropagation,4311864,10.806942,75.604067,handshake,Success
EXP_DBL_0347,rustls,3,postra-machine-licm,DestinationPropagation,4311864,10.804406,75.604067,handshake,Success
EXP_DBL_0347,rustls,4,postra-machine-licm,DestinationPropagation,4311864,10.987182,75.604067,handshake,Success
EXP_DBL_0347,rustls,5,postra-machine-licm,DestinationPropagation,4311864,10.815229,75.604067,handshake,Success
EXP_DBL_0347,rustls,6,postra-machine-licm,DestinationPropagation,4311864,10.840858,75.604067,handshake,Success
EXP_DBL_0347,rustls,7,postra-machine-licm,DestinationPropagation,4311864,10.784804,75.604067,handshake,Success
EXP_DBL_0347,rustls,8,postra-machine-licm,DestinationPropagation,4311864,10.791275,75.604067,handshake,Success
EXP_DBL_0347,rustls,9,postra-machine-licm,DestinationPropagation,4311864,10.907931,75.604067,handshake,Success
EXP_DBL_0347,rustls,10,postra-machine-licm,DestinationPropagation,4311864,10.875956,75.604067,handshake,Success
EXP_DBL_0348,rustls,1,preheader-prot,DestinationPropagation,4312312,10.794429,75.259115,handshake,Success
EXP_DBL_0348,rustls,2,preheader-prot,DestinationPropagation,4312312,10.867245,75.259115,handshake,Success
EXP_DBL_0348,rustls,3,preheader-prot,DestinationPropagation,4312312,10.856574,75.259115,handshake,Success
EXP_DBL_0348,rustls,4,preheader-prot,DestinationPropagation,4312312,10.798906,75.259115,handshake,Success
EXP_DBL_0348,rustls,5,preheader-prot,DestinationPropagation,4312312,10.823101,75.259115,handshake,Success
EXP_DBL_0348,rustls,6,preheader-prot,DestinationPropagation,4312312,10.824239,75.259115,handshake,Success
EXP_DBL_0348,rustls,7,preheader-prot,DestinationPropagation,4312312,10.798613,75.259115,handshake,Success
EXP_DBL_0348,rustls,8,preheader-prot,DestinationPropagation,4312312,10.953126,75.259115,handshake,Success
EXP_DBL_0348,rustls,9,preheader-prot,DestinationPropagation,4312312,10.822262,75.259115,handshake,Success
EXP_DBL_0348,rustls,10,preheader-prot,DestinationPropagation,4312312,10.788547,75.259115,handshake,Success
EXP_DBL_0349,rustls,1,block-placement,DestinationPropagation,4264056,10.997927,75.756881,handshake,Success
EXP_DBL_0349,rustls,2,block-placement,DestinationPropagation,4264056,10.802508,75.756881,handshake,Success
EXP_DBL_0349,rustls,3,block-placement,DestinationPropagation,4264056,10.801042,75.756881,handshake,Success
EXP_DBL_0349,rustls,4,block-placement,DestinationPropagation,4264056,10.832508,75.756881,handshake,Success
EXP_DBL_0349,rustls,5,block-placement,DestinationPropagation,4264056,10.811523,75.756881,handshake,Success
EXP_DBL_0349,rustls,6,block-placement,DestinationPropagation,4264056,10.797232,75.756881,handshake,Success
EXP_DBL_0349,rustls,7,block-placement,DestinationPropagation,4264056,10.896042,75.756881,handshake,Success
EXP_DBL_0349,rustls,8,block-placement,DestinationPropagation,4264056,10.816948,75.756881,handshake,Success
EXP_DBL_0349,rustls,9,block-placement,DestinationPropagation,4264056,10.812047,75.756881,handshake,Success
EXP_DBL_0349,rustls,10,block-placement,DestinationPropagation,4264056,10.811206,75.756881,handshake,Success
EXP_DBL_0350,rustls,1,branch-fold,DestinationPropagation,4321560,10.803878,76.646338,handshake,Success
EXP_DBL_0350,rustls,2,branch-fold,DestinationPropagation,4321560,10.814481,76.646338,handshake,Success
EXP_DBL_0350,rustls,3,branch-fold,DestinationPropagation,4321560,10.811511,76.646338,handshake,Success
EXP_DBL_0350,rustls,4,branch-fold,DestinationPropagation,4321560,10.841014,76.646338,handshake,Success
EXP_DBL_0350,rustls,5,branch-fold,DestinationPropagation,4321560,10.933123,76.646338,handshake,Success
EXP_DBL_0350,rustls,6,branch-fold,DestinationPropagation,4321560,10.810377,76.646338,handshake,Success
EXP_DBL_0350,rustls,7,branch-fold,DestinationPropagation,4321560,10.808958,76.646338,handshake,Success
EXP_DBL_0350,rustls,8,branch-fold,DestinationPropagation,4321560,10.809752,76.646338,handshake,Success
EXP_DBL_0350,rustls,9,branch-fold,DestinationPropagation,4321560,10.807401,76.646338,handshake,Success
EXP_DBL_0350,rustls,10,branch-fold,DestinationPropagation,4321560,10.859999,76.646338,handshake,Success
EXP_DBL_0351,rustls,1,cgp-branch-opts,DestinationPropagation,4311896,10.803482,76.686106,handshake,Success
EXP_DBL_0351,rustls,2,cgp-branch-opts,DestinationPropagation,4311896,10.825545,76.686106,handshake,Success
EXP_DBL_0351,rustls,3,cgp-branch-opts,DestinationPropagation,4311896,10.799868,76.686106,handshake,Success
EXP_DBL_0351,rustls,4,cgp-branch-opts,DestinationPropagation,4311896,10.924500,76.686106,handshake,Success
EXP_DBL_0351,rustls,5,cgp-branch-opts,DestinationPropagation,4311896,10.809187,76.686106,handshake,Success
EXP_DBL_0351,rustls,6,cgp-branch-opts,DestinationPropagation,4311896,10.810778,76.686106,handshake,Success
EXP_DBL_0351,rustls,7,cgp-branch-opts,DestinationPropagation,4311896,10.801752,76.686106,handshake,Success
EXP_DBL_0351,rustls,8,cgp-branch-opts,DestinationPropagation,4311896,10.816964,76.686106,handshake,Success
EXP_DBL_0351,rustls,9,cgp-branch-opts,DestinationPropagation,4311896,10.960982,76.686106,handshake,Success
EXP_DBL_0351,rustls,10,cgp-branch-opts,DestinationPropagation,4311896,10.799828,76.686106,handshake,Success
EXP_DBL_0352,rustls,1,cgp-select2branch,DestinationPropagation,4311672,10.830626,76.340999,handshake,Success
EXP_DBL_0352,rustls,2,cgp-select2branch,DestinationPropagation,4311672,10.930203,76.340999,handshake,Success
EXP_DBL_0352,rustls,3,cgp-select2branch,DestinationPropagation,4311672,10.850705,76.340999,handshake,Success
EXP_DBL_0352,rustls,4,cgp-select2branch,DestinationPropagation,4311672,10.821153,76.340999,handshake,Success
EXP_DBL_0352,rustls,5,cgp-select2branch,DestinationPropagation,4311672,10.818119,76.340999,handshake,Success
EXP_DBL_0352,rustls,6,cgp-select2branch,DestinationPropagation,4311672,10.788372,76.340999,handshake,Success
EXP_DBL_0352,rustls,7,cgp-select2branch,DestinationPropagation,4311672,10.853636,76.340999,handshake,Success
EXP_DBL_0352,rustls,8,cgp-select2branch,DestinationPropagation,4311672,10.922075,76.340999,handshake,Success
EXP_DBL_0352,rustls,9,cgp-select2branch,DestinationPropagation,4311672,10.825858,76.340999,handshake,Success
EXP_DBL_0352,rustls,10,cgp-select2branch,DestinationPropagation,4311672,10.816070,76.340999,handshake,Success
EXP_DBL_0353,rustls,1,chr,DestinationPropagation,4311864,10.943364,76.204718,handshake,Success
EXP_DBL_0353,rustls,2,chr,DestinationPropagation,4311864,10.808992,76.204718,handshake,Success
EXP_DBL_0353,rustls,3,chr,DestinationPropagation,4311864,10.831175,76.204718,handshake,Success
EXP_DBL_0353,rustls,4,chr,DestinationPropagation,4311864,10.805261,76.204718,handshake,Success
EXP_DBL_0353,rustls,5,chr,DestinationPropagation,4311864,10.801321,76.204718,handshake,Success
EXP_DBL_0353,rustls,6,chr,DestinationPropagation,4311864,10.910181,76.204718,handshake,Success
EXP_DBL_0353,rustls,7,chr,DestinationPropagation,4311864,10.844710,76.204718,handshake,Success
