ConfigName,Variant,RunID,LLVM_Pass,MIR_Pass,BinarySize(Bytes),TotalRuntime(s),CompileTime(s),RunRepeats,Warmup,BenchFile,Status
EXP_DBL_0259,bat,8,lftr,DeadStoreElimination-initial,6605160,23.692577,189.106208,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0259,bat,9,lftr,DeadStoreElimination-initial,6605160,23.713357,189.106208,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0259,bat,10,lftr,DeadStoreElimination-initial,6605160,23.610367,189.106208,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0260,bat,1,licm-promotion,DeadStoreElimination-initial,6601512,23.444709,188.187731,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0260,bat,2,licm-promotion,DeadStoreElimination-initial,6601512,23.352446,188.187731,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0260,bat,3,licm-promotion,DeadStoreElimination-initial,6601512,23.279444,188.187731,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0260,bat,4,licm-promotion,DeadStoreElimination-initial,6601512,23.322222,188.187731,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0260,bat,5,licm-promotion,DeadStoreElimination-initial,6601512,23.447610,188.187731,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0260,bat,6,licm-promotion,DeadStoreElimination-initial,6601512,23.474738,188.187731,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0260,bat,7,licm-promotion,DeadStoreElimination-initial,6601512,23.429531,188.187731,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0260,bat,8,licm-promotion,DeadStoreElimination-initial,6601512,23.374752,188.187731,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0260,bat,9,licm-promotion,DeadStoreElimination-initial,6601512,23.189454,188.187731,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0260,bat,10,licm-promotion,DeadStoreElimination-initial,6601512,23.205531,188.187731,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0261,bat,1,loop-level-heuristics,DeadStoreElimination-initial,6605224,23.574555,189.244460,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0261,bat,2,loop-level-heuristics,DeadStoreElimination-initial,6605224,23.608049,189.244460,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0261,bat,3,loop-level-heuristics,DeadStoreElimination-initial,6605224,23.652321,189.244460,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0261,bat,4,loop-level-heuristics,DeadStoreElimination-initial,6605224,24.071784,189.244460,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0261,bat,5,loop-level-heuristics,DeadStoreElimination-initial,6605224,23.499547,189.244460,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0261,bat,6,loop-level-heuristics,DeadStoreElimination-initial,6605224,23.493520,189.244460,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0261,bat,7,loop-level-heuristics,DeadStoreElimination-initial,6605224,23.674328,189.244460,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0261,bat,8,loop-level-heuristics,DeadStoreElimination-initial,6605224,23.583683,189.244460,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0261,bat,9,loop-level-heuristics,DeadStoreElimination-initial,6605224,23.666945,189.244460,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0261,bat,10,loop-level-heuristics,DeadStoreElimination-initial,6605224,23.472143,189.244460,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0262,bat,1,lsr,DeadStoreElimination-initial,6595816,23.148904,183.012772,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0262,bat,2,lsr,DeadStoreElimination-initial,6595816,23.557939,183.012772,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0262,bat,3,lsr,DeadStoreElimination-initial,6595816,23.687609,183.012772,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0262,bat,4,lsr,DeadStoreElimination-initial,6595816,23.562026,183.012772,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0262,bat,5,lsr,DeadStoreElimination-initial,6595816,23.513996,183.012772,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0262,bat,6,lsr,DeadStoreElimination-initial,6595816,23.281108,183.012772,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0262,bat,7,lsr,DeadStoreElimination-initial,6595816,23.678274,183.012772,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0262,bat,8,lsr,DeadStoreElimination-initial,6595816,23.637244,183.012772,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0262,bat,9,lsr,DeadStoreElimination-initial,6595816,23.254936,183.012772,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0262,bat,10,lsr,DeadStoreElimination-initial,6595816,23.550411,183.012772,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0263,bat,1,machine-licm,DeadStoreElimination-initial,6581672,23.070949,187.895237,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0263,bat,2,machine-licm,DeadStoreElimination-initial,6581672,23.414778,187.895237,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0263,bat,3,machine-licm,DeadStoreElimination-initial,6581672,23.415698,187.895237,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0263,bat,4,machine-licm,DeadStoreElimination-initial,6581672,22.903774,187.895237,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0263,bat,5,machine-licm,DeadStoreElimination-initial,6581672,23.693115,187.895237,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0263,bat,6,machine-licm,DeadStoreElimination-initial,6581672,23.045230,187.895237,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0263,bat,7,machine-licm,DeadStoreElimination-initial,6581672,23.247985,187.895237,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0263,bat,8,machine-licm,DeadStoreElimination-initial,6581672,22.898254,187.895237,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0263,bat,9,machine-licm,DeadStoreElimination-initial,6581672,23.179670,187.895237,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0263,bat,10,machine-licm,DeadStoreElimination-initial,6581672,23.312660,187.895237,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0264,bat,1,postra-machine-licm,DeadStoreElimination-initial,6605288,23.429385,188.381368,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0264,bat,2,postra-machine-licm,DeadStoreElimination-initial,6605288,23.546893,188.381368,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0264,bat,3,postra-machine-licm,DeadStoreElimination-initial,6605288,23.100936,188.381368,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0264,bat,4,postra-machine-licm,DeadStoreElimination-initial,6605288,23.813212,188.381368,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0264,bat,5,postra-machine-licm,DeadStoreElimination-initial,6605288,23.294277,188.381368,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0264,bat,6,postra-machine-licm,DeadStoreElimination-initial,6605288,23.429942,188.381368,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0264,bat,7,postra-machine-licm,DeadStoreElimination-initial,6605288,23.395240,188.381368,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0264,bat,8,postra-machine-licm,DeadStoreElimination-initial,6605288,23.332635,188.381368,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0264,bat,9,postra-machine-licm,DeadStoreElimination-initial,6605288,23.315358,188.381368,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0264,bat,10,postra-machine-licm,DeadStoreElimination-initial,6605288,23.422389,188.381368,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0265,bat,1,preheader-prot,DeadStoreElimination-initial,6604840,23.396984,188.680478,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0265,bat,2,preheader-prot,DeadStoreElimination-initial,6604840,23.167043,188.680478,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0265,bat,3,preheader-prot,DeadStoreElimination-initial,6604840,23.004034,188.680478,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0265,bat,4,preheader-prot,DeadStoreElimination-initial,6604840,23.299086,188.680478,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0265,bat,5,preheader-prot,DeadStoreElimination-initial,6604840,23.197692,188.680478,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0265,bat,6,preheader-prot,DeadStoreElimination-initial,6604840,23.455260,188.680478,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0265,bat,7,preheader-prot,DeadStoreElimination-initial,6604840,23.343924,188.680478,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0265,bat,8,preheader-prot,DeadStoreElimination-initial,6604840,23.123036,188.680478,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0265,bat,9,preheader-prot,DeadStoreElimination-initial,6604840,23.029832,188.680478,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0265,bat,10,preheader-prot,DeadStoreElimination-initial,6604840,23.473253,188.680478,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0266,bat,1,block-placement,DeadStoreElimination-initial,6496072,24.769049,188.023926,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0266,bat,2,block-placement,DeadStoreElimination-initial,6496072,24.513652,188.023926,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0266,bat,3,block-placement,DeadStoreElimination-initial,6496072,24.581411,188.023926,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0266,bat,4,block-placement,DeadStoreElimination-initial,6496072,24.687774,188.023926,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0266,bat,5,block-placement,DeadStoreElimination-initial,6496072,24.889132,188.023926,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0266,bat,6,block-placement,DeadStoreElimination-initial,6496072,24.764962,188.023926,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0266,bat,7,block-placement,DeadStoreElimination-initial,6496072,24.576317,188.023926,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0266,bat,8,block-placement,DeadStoreElimination-initial,6496072,24.761895,188.023926,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0266,bat,9,block-placement,DeadStoreElimination-initial,6496072,24.419518,188.023926,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0266,bat,10,block-placement,DeadStoreElimination-initial,6496072,24.430684,188.023926,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0267,bat,1,branch-fold,DeadStoreElimination-initial,6630280,23.174352,188.650041,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0267,bat,2,branch-fold,DeadStoreElimination-initial,6630280,23.269774,188.650041,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0267,bat,3,branch-fold,DeadStoreElimination-initial,6630280,23.508433,188.650041,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0267,bat,4,branch-fold,DeadStoreElimination-initial,6630280,23.657446,188.650041,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0267,bat,5,branch-fold,DeadStoreElimination-initial,6630280,23.311976,188.650041,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0267,bat,6,branch-fold,DeadStoreElimination-initial,6630280,23.276347,188.650041,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0267,bat,7,branch-fold,DeadStoreElimination-initial,6630280,23.414824,188.650041,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0267,bat,8,branch-fold,DeadStoreElimination-initial,6630280,23.297022,188.650041,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0267,bat,9,branch-fold,DeadStoreElimination-initial,6630280,23.661563,188.650041,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0267,bat,10,branch-fold,DeadStoreElimination-initial,6630280,23.159732,188.650041,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0268,bat,1,cgp-branch-opts,DeadStoreElimination-initial,6605064,23.193559,188.708727,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0268,bat,2,cgp-branch-opts,DeadStoreElimination-initial,6605064,23.264149,188.708727,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0268,bat,3,cgp-branch-opts,DeadStoreElimination-initial,6605064,23.607345,188.708727,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0268,bat,4,cgp-branch-opts,DeadStoreElimination-initial,6605064,23.428142,188.708727,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0268,bat,5,cgp-branch-opts,DeadStoreElimination-initial,6605064,23.255359,188.708727,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0268,bat,6,cgp-branch-opts,DeadStoreElimination-initial,6605064,23.213966,188.708727,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0268,bat,7,cgp-branch-opts,DeadStoreElimination-initial,6605064,23.548256,188.708727,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0268,bat,8,cgp-branch-opts,DeadStoreElimination-initial,6605064,23.277050,188.708727,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0268,bat,9,cgp-branch-opts,DeadStoreElimination-initial,6605064,23.360454,188.708727,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0268,bat,10,cgp-branch-opts,DeadStoreElimination-initial,6605064,23.654968,188.708727,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0269,bat,1,cgp-select2branch,DeadStoreElimination-initial,6604712,23.726906,188.958425,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0269,bat,2,cgp-select2branch,DeadStoreElimination-initial,6604712,23.374068,188.958425,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0269,bat,3,cgp-select2branch,DeadStoreElimination-initial,6604712,23.433113,188.958425,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0269,bat,4,cgp-select2branch,DeadStoreElimination-initial,6604712,23.286532,188.958425,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0269,bat,5,cgp-select2branch,DeadStoreElimination-initial,6604712,23.337747,188.958425,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0269,bat,6,cgp-select2branch,DeadStoreElimination-initial,6604712,23.393919,188.958425,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0269,bat,7,cgp-select2branch,DeadStoreElimination-initial,6604712,23.559979,188.958425,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0269,bat,8,cgp-select2branch,DeadStoreElimination-initial,6604712,23.309613,188.958425,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0269,bat,9,cgp-select2branch,DeadStoreElimination-initial,6604712,23.698165,188.958425,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0269,bat,10,cgp-select2branch,DeadStoreElimination-initial,6604712,23.525409,188.958425,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0270,bat,1,chr,DeadStoreElimination-initial,6605224,23.056536,188.878464,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0270,bat,2,chr,DeadStoreElimination-initial,6605224,23.329367,188.878464,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0270,bat,3,chr,DeadStoreElimination-initial,6605224,23.104332,188.878464,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0270,bat,4,chr,DeadStoreElimination-initial,6605224,23.120694,188.878464,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0270,bat,5,chr,DeadStoreElimination-initial,6605224,23.580688,188.878464,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0270,bat,6,chr,DeadStoreElimination-initial,6605224,23.547605,188.878464,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0270,bat,7,chr,DeadStoreElimination-initial,6605224,23.328408,188.878464,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0270,bat,8,chr,DeadStoreElimination-initial,6605224,23.132653,188.878464,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0270,bat,9,chr,DeadStoreElimination-initial,6605224,23.134599,188.878464,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0270,bat,10,chr,DeadStoreElimination-initial,6605224,23.102244,188.878464,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0271,bat,1,early-ifcvt,DeadStoreElimination-initial,6605224,23.251620,188.867443,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0271,bat,2,early-ifcvt,DeadStoreElimination-initial,6605224,23.364520,188.867443,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0271,bat,3,early-ifcvt,DeadStoreElimination-initial,6605224,23.185053,188.867443,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0271,bat,4,early-ifcvt,DeadStoreElimination-initial,6605224,23.167786,188.867443,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0271,bat,5,early-ifcvt,DeadStoreElimination-initial,6605224,23.405823,188.867443,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0271,bat,6,early-ifcvt,DeadStoreElimination-initial,6605224,23.454117,188.867443,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0271,bat,7,early-ifcvt,DeadStoreElimination-initial,6605224,23.381277,188.867443,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0271,bat,8,early-ifcvt,DeadStoreElimination-initial,6605224,23.232924,188.867443,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0271,bat,9,early-ifcvt,DeadStoreElimination-initial,6605224,23.209580,188.867443,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0271,bat,10,early-ifcvt,DeadStoreElimination-initial,6605224,23.713921,188.867443,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0272,bat,1,early-taildup,DeadStoreElimination-initial,6603208,23.665440,189.252494,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0272,bat,2,early-taildup,DeadStoreElimination-initial,6603208,23.760539,189.252494,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0272,bat,3,early-taildup,DeadStoreElimination-initial,6603208,23.892686,189.252494,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0272,bat,4,early-taildup,DeadStoreElimination-initial,6603208,23.782481,189.252494,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0272,bat,5,early-taildup,DeadStoreElimination-initial,6603208,23.581990,189.252494,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0272,bat,6,early-taildup,DeadStoreElimination-initial,6603208,23.702395,189.252494,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0272,bat,7,early-taildup,DeadStoreElimination-initial,6603208,23.646505,189.252494,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0272,bat,8,early-taildup,DeadStoreElimination-initial,6603208,23.422678,189.252494,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0272,bat,9,early-taildup,DeadStoreElimination-initial,6603208,23.563938,189.252494,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0272,bat,10,early-taildup,DeadStoreElimination-initial,6603208,23.795391,189.252494,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0273,bat,1,ifcvt-diamond,DeadStoreElimination-initial,6605224,23.513348,188.493567,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0273,bat,2,ifcvt-diamond,DeadStoreElimination-initial,6605224,23.578098,188.493567,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0273,bat,3,ifcvt-diamond,DeadStoreElimination-initial,6605224,23.428922,188.493567,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0273,bat,4,ifcvt-diamond,DeadStoreElimination-initial,6605224,23.522537,188.493567,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0273,bat,5,ifcvt-diamond,DeadStoreElimination-initial,6605224,23.535611,188.493567,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0273,bat,6,ifcvt-diamond,DeadStoreElimination-initial,6605224,23.644566,188.493567,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0273,bat,7,ifcvt-diamond,DeadStoreElimination-initial,6605224,23.573321,188.493567,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0273,bat,8,ifcvt-diamond,DeadStoreElimination-initial,6605224,23.452211,188.493567,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0273,bat,9,ifcvt-diamond,DeadStoreElimination-initial,6605224,23.400416,188.493567,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0273,bat,10,ifcvt-diamond,DeadStoreElimination-initial,6605224,23.631926,188.493567,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0274,bat,1,ifcvt-forked-diamond,DeadStoreElimination-initial,6605224,23.485178,189.310852,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0274,bat,2,ifcvt-forked-diamond,DeadStoreElimination-initial,6605224,23.231022,189.310852,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0274,bat,3,ifcvt-forked-diamond,DeadStoreElimination-initial,6605224,23.215734,189.310852,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0274,bat,4,ifcvt-forked-diamond,DeadStoreElimination-initial,6605224,23.121877,189.310852,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0274,bat,5,ifcvt-forked-diamond,DeadStoreElimination-initial,6605224,23.679458,189.310852,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0274,bat,6,ifcvt-forked-diamond,DeadStoreElimination-initial,6605224,23.509063,189.310852,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0274,bat,7,ifcvt-forked-diamond,DeadStoreElimination-initial,6605224,23.156952,189.310852,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0274,bat,8,ifcvt-forked-diamond,DeadStoreElimination-initial,6605224,23.205416,189.310852,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0274,bat,9,ifcvt-forked-diamond,DeadStoreElimination-initial,6605224,23.241832,189.310852,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0274,bat,10,ifcvt-forked-diamond,DeadStoreElimination-initial,6605224,23.382345,189.310852,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0275,bat,1,ifcvt-simple,DeadStoreElimination-initial,6605224,23.656230,190.350801,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0275,bat,2,ifcvt-simple,DeadStoreElimination-initial,6605224,23.521310,190.350801,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0275,bat,3,ifcvt-simple,DeadStoreElimination-initial,6605224,23.893694,190.350801,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0275,bat,4,ifcvt-simple,DeadStoreElimination-initial,6605224,23.826888,190.350801,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0275,bat,5,ifcvt-simple,DeadStoreElimination-initial,6605224,23.465132,190.350801,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0275,bat,6,ifcvt-simple,DeadStoreElimination-initial,6605224,23.819750,190.350801,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0275,bat,7,ifcvt-simple,DeadStoreElimination-initial,6605224,23.702602,190.350801,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0275,bat,8,ifcvt-simple,DeadStoreElimination-initial,6605224,23.767255,190.350801,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0275,bat,9,ifcvt-simple,DeadStoreElimination-initial,6605224,23.405461,190.350801,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0275,bat,10,ifcvt-simple,DeadStoreElimination-initial,6605224,23.473249,190.350801,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0276,bat,1,ifcvt-simple-false,DeadStoreElimination-initial,6605224,23.717366,188.763759,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0276,bat,2,ifcvt-simple-false,DeadStoreElimination-initial,6605224,23.751084,188.763759,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0276,bat,3,ifcvt-simple-false,DeadStoreElimination-initial,6605224,23.594414,188.763759,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0276,bat,4,ifcvt-simple-false,DeadStoreElimination-initial,6605224,23.605636,188.763759,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_0276,bat,5,ifcvt-simple-false,DeadStoreElimination-initial,6605224,23.670638,188.763759,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
