ConfigName,Mode,LLVM_Pass,MIR_Pass,n,runtime_med,compile_med,size_med,runtime_delta_pct,compile_delta_pct,size_delta_pct,MIR_BB_Last,MIR_BB_Last_delta,MIR_TermBlocks_Last,MIR_TermBlocks_Last_delta,MIR_Goto_Last,MIR_Goto_Last_delta,MIR_SwitchInt_Last,MIR_SwitchInt_Last_delta,MIR_Locals_Last,MIR_Locals_Last_delta,LLVM_BB,LLVM_BB_delta,LLVM_br,LLVM_br_delta,LLVM_switch,LLVM_switch_delta,ASM_JmpLike,ASM_JmpLike_delta,LICM_Remarks_Passed,LICM_Remarks_Passed_delta,LICM_Remarks_Missed,LICM_Remarks_Missed_delta,HotLoop_SCCSize,HotLoop_SCCSize_delta,HotLoop_Loads,HotLoop_Loads_delta,FactorConst_InHotLoop,FactorConst_InHotLoop_delta,FactorConst_OutHotLoop,FactorConst_OutHotLoop_delta,FactorConst_Total,FactorConst_Total_delta,FactorConst_Hoisted,FactorConst_Hoisted_delta,licm_pass_rate,factor_hoist_rate
EXP_DBL_1191,default,ifcvt-triangle-false,MatchBranchSimplification,3,6.888662,12.117933,416960.0,28.982320934395368,-11.146693528601492,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0951,default,cgp-delete-phis,InstSimplify-after-simplifycfg,3,6.888896,13.067935,416960.0,28.986702316890046,-4.180916538875479,-0.04794323520951327,32.0,-18.0,27.0,-6.0,14.0,-6.0,12.0,1.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0975,default,layout-fsprofile-loader,InstSimplify-after-simplifycfg,3,6.889844,13.247485,416960.0,29.004452533150605,-2.8643874594574403,-0.04794323520951327,32.0,-18.0,27.0,-6.0,14.0,-6.0,12.0,1.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1207,default,machine-cse,MatchBranchSimplification,3,6.891066,12.276825,417856.0,29.02733308617844,-9.98163678403512,0.16684245852909285,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1182,default,cgp-select2branch,MatchBranchSimplification,3,6.893786,12.734669,416896.0,29.078261976715037,-6.62454995676095,-0.06328507047655973,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1495,default,binop-extract-shuffle,UnreachableEnumBranching,3,6.895294,14.406467,416960.0,29.10649755279191,5.633710594132579,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0977,default,nounwind-inference,InstSimplify-after-simplifycfg,3,6.89557,13.128366,416992.0,29.111665337272854,-3.737813398812484,-0.040272317575984484,32.0,-18.0,27.0,-6.0,14.0,-6.0,12.0,1.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1202,default,constant-hoisting,MatchBranchSimplification,3,6.895665,12.095132,416624.0,29.113444103670272,-11.313879156782015,-0.12848787036149334,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1045,default,non-allocatable-phys-copy-opt,InstSimplify-before-inline,3,6.896996,13.538537,416960.0,29.138365557090907,-0.7302831897677553,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1049,default,select-optimize,InstSimplify-before-inline,3,6.898233,13.265941,416960.0,29.161526967970985,-2.7290610284368855,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0931,default,branch-fold,InstSimplify-after-simplifycfg,3,6.898954,12.958255,418832.0,29.175026868734545,-4.985132130245984,0.4008054463515265,32.0,-18.0,27.0,-6.0,14.0,-6.0,12.0,1.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1044,default,mergeicmps,InstSimplify-before-inline,3,6.900163,12.951506,416960.0,29.19766401162378,-5.034618372278798,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0957,default,icp,InstSimplify-after-simplifycfg,3,6.901422,13.090018,416960.0,29.221237347353778,-4.018995560536364,-0.04794323520951327,32.0,-18.0,27.0,-6.0,14.0,-6.0,12.0,1.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1585,default,vector-combine,UnreachablePropagation,3,6.903044,13.608208,416992.0,29.251607443107574,-0.21942884561774179,-0.040272317575984484,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1043,default,machine-sink,InstSimplify-before-inline,3,6.904215,13.486508,417520.0,29.27353307943783,-1.1117796613524966,0.08629782337712388,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1077,default,post-ra,InstSimplify-before-inline,3,6.904576,13.199992,416960.0,29.28029239174803,-3.2126242490358337,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0944,default,tail-calls,InstSimplify-after-simplifycfg,3,6.905074,13.589323,416960.0,29.28961687244187,-0.35790086825661094,-0.04794323520951327,32.0,-18.0,27.0,-6.0,14.0,-6.0,12.0,1.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1001,default,loop-idiom-vectorize-bytecmp,InstSimplify-before-inline,3,6.905235,13.478556,416960.0,29.29263141338907,-1.1700867582031482,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1026,default,ifcvt-triangle-rev,InstSimplify-before-inline,3,6.905417,12.762894,416960.0,29.296039155329368,-6.417593491895602,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1632,default,type-promotion,UnreachablePropagation,3,6.905543,12.379452,416960.0,29.298398361288047,-9.229136478641431,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1228,default,ra-fsprofile-loader,MatchBranchSimplification,3,6.906852,12.130484,416960.0,29.322907889858783,-11.054664809716652,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1181,default,cgp-branch-opts,MatchBranchSimplification,3,6.907102,12.145476,416960.0,29.327588854062526,-10.944737747847322,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1189,default,ifcvt-simple-false,MatchBranchSimplification,3,6.907996,12.341042,416960.0,29.344327982055063,-9.510773248011795,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0983,default,whole-program-visibility,InstSimplify-after-simplifycfg,3,6.90872,12.37314,416960.0,29.35788405438906,-9.275418470004782,-0.04794323520951327,32.0,-18.0,27.0,-6.0,14.0,-6.0,12.0,1.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1445,default,cgp-store-extract,SingleUseConsts,3,6.909009,12.515595,416960.0,29.36329524900858,-8.23088407842305,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1071,default,dfa-sched,InstSimplify-before-inline,3,6.910116,12.944222,416960.0,29.3840225585027,-5.088027438357779,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1072,default,i2p-p2i-opt,InstSimplify-before-inline,3,6.911038,12.843293,416960.0,29.401285954486056,-5.8280773601432685,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1237,default,dfa-sched,MatchBranchSimplification,3,6.91147,12.516087,416960.0,29.409374660630093,-8.227276546776851,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1622,default,machine-cse,UnreachablePropagation,3,6.911694,12.547809,417856.0,29.413568804556633,-7.994678744174244,0.16684245852909285,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1232,default,whole-program-visibility,MatchBranchSimplification,3,6.911848,12.492063,416960.0,29.416452278506135,-8.403429677403086,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1657,default,peephole,UnreachablePropagation,3,6.912031,12.924737,425680.0,29.419878744303276,-5.230898889833469,2.0423818199251986,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1010,default,machine-licm,InstSimplify-before-inline,3,6.913735,13.024464,414704.0,29.451784196315913,-4.499662490484413,-0.5887429283728096,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1178,default,preheader-prot,MatchBranchSimplification,3,6.915156,12.282946,417008.0,29.478390796849908,-9.936755277518172,-0.03643685875922564,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0927,default,machine-licm,InstSimplify-after-simplifycfg,3,6.915431,12.939709,414704.0,29.483539857474007,-5.121118475592046,-0.5887429283728096,32.0,-18.0,27.0,-6.0,14.0,-6.0,12.0,1.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0939,default,ifcvt-simple,InstSimplify-after-simplifycfg,3,6.915493,12.861634,416960.0,29.484700736596526,-5.693594152983106,-0.04794323520951327,32.0,-18.0,27.0,-6.0,14.0,-6.0,12.0,1.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0248,default,spill-fusing,DeadStoreElimination-final,3,6.915682,17.708926,419088.0,29.48823954553457,29.848599522485998,0.46217278741969015,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1216,default,ssc,MatchBranchSimplification,3,6.915918,12.174652,418176.0,29.492658375742863,-10.73080818827562,0.24355163486431408,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1592,default,postra-machine-licm,UnreachablePropagation,3,6.916498,12.550393,416976.0,29.503518212695525,-7.975731870650349,-0.04410777639275443,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1021,default,ifcvt-forked-diamond,InstSimplify-before-inline,3,6.916594,13.53596,416960.0,29.505315702949765,-0.7491787366219027,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1452,default,copyprop,SingleUseConsts,3,6.916659,12.564406,417328.0,29.506532753642745,-7.87298321016644,0.040272317575995586,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1198,default,separate-const-offset-from-gep,MatchBranchSimplification,3,6.917672,12.69549,416960.0,29.52550002059624,-6.911825327423838,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1173,default,licm-promotion,MatchBranchSimplification,3,6.917952,12.748143,417024.0,29.53074270050442,-6.525753449848781,-0.0326013999424668,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1220,default,cfi-fixup,MatchBranchSimplification,3,6.917979,12.691088,416960.0,29.53124824463842,-6.944102470323288,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1655,default,partial-inlining,UnreachablePropagation,3,6.918248,12.337195,416960.0,29.53628496212164,-9.538980919237206,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1016,default,cgp-select2branch,InstSimplify-before-inline,3,6.918816,13.132237,416896.0,29.54692011279252,-3.7094297504336016,-0.06328507047655973,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1246,default,binop-extract-shuffle,ReferencePropagation,3,6.92031,12.591584,416960.0,29.574893554874016,-7.673703748621341,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0924,default,licm-promotion,InstSimplify-after-simplifycfg,3,6.921675,13.042163,417024.0,29.600451619426373,-4.369886672179646,-0.0326013999424668,32.0,-18.0,27.0,-6.0,14.0,-6.0,12.0,1.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1017,default,chr,InstSimplify-before-inline,3,6.921809,13.213203,416960.0,29.60296061623957,-3.1157561584304827,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1602,default,ifcvt-forked-diamond,UnreachablePropagation,3,6.923564,13.217756,416960.0,29.635820984949767,-3.082371825940422,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1295,default,phi-elim-edge-splitting,ReferencePropagation,3,6.924139,12.311872,416016.0,29.64658720261837,-9.72465881329514,-0.274235305398407,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1580,default,interleaved-load-combine,UnreachablePropagation,3,6.924217,12.945164,416960.0,29.648047663449905,-5.081120335083966,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1261,default,preheader-prot,ReferencePropagation,3,6.925256,12.460247,417008.0,29.667501750680625,-8.636716723856797,-0.03643685875922564,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1658,default,post-ra,UnreachablePropagation,3,6.925661,13.168672,416960.0,29.675084912690664,-3.4422744343177714,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1185,default,early-taildup,MatchBranchSimplification,3,6.925874,12.322961,417040.0,29.679073094192244,-9.643350036009334,-0.02876594112570796,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1233,default,2addr-hack,MatchBranchSimplification,3,6.927524,12.80555,416960.0,29.70996745793686,-6.104823431123352,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1223,default,last-run-tracking,MatchBranchSimplification,3,6.929282,12.469269,416960.0,29.742883998217494,-8.570563978913837,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0943,default,ifcvt-triangle-rev,InstSimplify-after-simplifycfg,3,6.929402,13.274129,416960.0,29.745130861035275,-2.6690234895770937,-0.04794323520951327,32.0,-18.0,27.0,-6.0,14.0,-6.0,12.0,1.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1349,default,chr,ScalarReplacementOfAggregates,3,6.929732,12.60488,416960.0,29.751309733784215,-7.576212405597427,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1244,default,spill-fusing,MatchBranchSimplification,3,6.930657,12.219656,419088.0,29.768629301338013,-10.400821695988615,0.46217278741969015,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0994,default,post-ra,InstSimplify-after-simplifycfg,3,6.931886,13.307174,416960.0,29.791640921363573,-2.4267249463893026,-0.04794323520951327,32.0,-18.0,27.0,-6.0,14.0,-6.0,12.0,1.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1256,default,licm-promotion,ReferencePropagation,3,6.932276,12.468426,417024.0,29.79894322552137,-8.57674517642958,-0.0326013999424668,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1060,default,nounwind-inference,InstSimplify-before-inline,3,6.932522,13.212717,416992.0,29.80354929429785,-3.119319695788303,-0.040272317575984484,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1183,default,chr,MatchBranchSimplification,3,6.93309,12.207658,416960.0,29.814184444968728,-10.48879560796221,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1575,default,post-ra,UnreachableEnumBranching,3,6.933697,12.235987,416960.0,29.825549826055386,-10.281076575431813,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0981,default,thinlto-funcattrs,InstSimplify-after-simplifycfg,3,6.933913,13.798366,416960.0,29.829594179127405,1.174882135635258,-0.04794323520951327,32.0,-18.0,27.0,-6.0,14.0,-6.0,12.0,1.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1327,default,spill-fusing,ReferencePropagation,3,6.934332,13.073863,419088.0,29.837439475132864,-4.137450181967717,0.46217278741969015,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1046,default,phi-elim-edge-splitting,InstSimplify-before-inline,3,6.934433,12.866962,416016.0,29.839330584671163,-5.654527224912165,-0.274235305398407,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1174,default,loop-level-heuristics,MatchBranchSimplification,3,6.934669,12.078872,416960.0,29.843749414879483,-11.433103678259805,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1069,default,cgp-gc-opts,InstSimplify-before-inline,3,6.935535,13.09004,416960.0,29.8599642748812,-4.018834248145686,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1625,default,mergeicmps,UnreachablePropagation,3,6.936116,12.628302,416960.0,29.87084283569068,-7.404473368570807,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1227,default,ondemand-mds-loading,MatchBranchSimplification,3,6.936356,12.454084,416960.0,29.87533656132626,-8.68190619039233,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1177,default,postra-machine-licm,MatchBranchSimplification,3,6.936916,12.213436,416976.0,29.885821921142618,-10.446429108263644,-0.04410777639275443,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1170,default,vector-combine,MatchBranchSimplification,3,6.936961,12.566315,416992.0,29.88666449469928,-7.858985694083964,-0.040272317575984484,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1517,default,early-taildup,UnreachableEnumBranching,3,6.937426,12.591915,417040.0,29.89537108811824,-7.671276730379684,-0.02876594112570796,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1239,default,mr-partial-inlining,MatchBranchSimplification,3,6.938158,12.342665,416960.0,29.909076951306734,-9.498872793008195,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0935,default,early-ifcvt,InstSimplify-after-simplifycfg,3,6.938193,12.926763,416960.0,29.909732286295277,-5.21604348512782,-0.04794323520951327,32.0,-18.0,27.0,-6.0,14.0,-6.0,12.0,1.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1048,default,preinline,InstSimplify-before-inline,3,6.938193,13.269884,416960.0,29.909732286295277,-2.7001494485975996,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0949,default,separate-const-offset-from-gep,InstSimplify-after-simplifycfg,3,6.939832,13.02736,416960.0,29.94042068761493,-4.4784279139653655,-0.04794323520951327,32.0,-18.0,27.0,-6.0,14.0,-6.0,12.0,1.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1324,default,partial-libcall-inlining,ReferencePropagation,3,6.940098,12.506874,416960.0,29.94540123352769,-8.294829776566214,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1582,default,loop-idiom-vectorize-bytecmp,UnreachablePropagation,3,6.940845,12.904926,416960.0,29.95938795456845,-5.376160697643839,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0997,default,binop-extract-shuffle,InstSimplify-before-inline,3,6.941129,13.450442,416960.0,29.96470552990389,-1.3762293287336802,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
