Experiment_ID,Type,LLVM_Arg,MIR_Pass,RUSTFLAGS,Description
EXP_DBL_0398,Double_Disable,-disable-ra-fsprofile-loader,DestinationPropagation,-C llvm-args=-disable-ra-fsprofile-loader -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-ra-fsprofile-loader AND MIR DestinationPropagation
EXP_DBL_0399,Double_Disable,-disable-sample-loader-inlining,DestinationPropagation,-C llvm-args=-disable-sample-loader-inlining -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-sample-loader-inlining AND MIR DestinationPropagation
EXP_DBL_0400,Double_Disable,-disable-thinlto-funcattrs,DestinationPropagation,-C llvm-args=-disable-thinlto-funcattrs -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-thinlto-funcattrs AND MIR DestinationPropagation
EXP_DBL_0401,Double_Disable,-disable-vp,DestinationPropagation,-C llvm-args=-disable-vp -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-vp AND MIR DestinationPropagation
EXP_DBL_0402,Double_Disable,-disable-whole-program-visibility,DestinationPropagation,-C llvm-args=-disable-whole-program-visibility -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-whole-program-visibility AND MIR DestinationPropagation
EXP_DBL_0403,Double_Disable,-disable-2addr-hack,DestinationPropagation,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-2addr-hack AND MIR DestinationPropagation
EXP_DBL_0404,Double_Disable,-disable-cgp,DestinationPropagation,-C llvm-args=-disable-cgp -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-cgp AND MIR DestinationPropagation
EXP_DBL_0405,Double_Disable,-disable-cgp-gc-opts,DestinationPropagation,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-cgp-gc-opts AND MIR DestinationPropagation
EXP_DBL_0406,Double_Disable,-disable-complex-addr-modes,DestinationPropagation,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-complex-addr-modes AND MIR DestinationPropagation
EXP_DBL_0407,Double_Disable,-disable-dfa-sched,DestinationPropagation,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-dfa-sched AND MIR DestinationPropagation
EXP_DBL_0408,Double_Disable,-disable-i2p-p2i-opt,DestinationPropagation,-C llvm-args=-disable-i2p-p2i-opt -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-i2p-p2i-opt AND MIR DestinationPropagation
EXP_DBL_0409,Double_Disable,-disable-mr-partial-inlining,DestinationPropagation,-C llvm-args=-disable-mr-partial-inlining -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-mr-partial-inlining AND MIR DestinationPropagation
EXP_DBL_0410,Double_Disable,-disable-partial-inlining,DestinationPropagation,-C llvm-args=-disable-partial-inlining -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-partial-inlining AND MIR DestinationPropagation
EXP_DBL_0411,Double_Disable,-disable-partial-libcall-inlining,DestinationPropagation,-C llvm-args=-disable-partial-libcall-inlining -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-partial-libcall-inlining AND MIR DestinationPropagation
EXP_DBL_0412,Double_Disable,-disable-peephole,DestinationPropagation,-C llvm-args=-disable-peephole -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-peephole AND MIR DestinationPropagation
EXP_DBL_0413,Double_Disable,-disable-post-ra,DestinationPropagation,-C llvm-args=-disable-post-ra -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-post-ra AND MIR DestinationPropagation
EXP_DBL_0414,Double_Disable,-disable-spill-fusing,DestinationPropagation,-C llvm-args=-disable-spill-fusing -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-spill-fusing AND MIR DestinationPropagation
EXP_DBL_0415,Double_Disable,-disable-strictnode-mutation,DestinationPropagation,-C llvm-args=-disable-strictnode-mutation -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-strictnode-mutation AND MIR DestinationPropagation
EXP_DBL_0416,Double_Disable,-disable-binop-extract-shuffle,EarlyOtherwiseBranch,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-binop-extract-shuffle AND MIR EarlyOtherwiseBranch
EXP_DBL_0417,Double_Disable,-disable-expand-reductions,EarlyOtherwiseBranch,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-expand-reductions AND MIR EarlyOtherwiseBranch
EXP_DBL_0418,Double_Disable,-disable-interleaved-load-combine,EarlyOtherwiseBranch,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-interleaved-load-combine AND MIR EarlyOtherwiseBranch
EXP_DBL_0419,Double_Disable,-disable-loop-idiom-vectorize-all,EarlyOtherwiseBranch,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR EarlyOtherwiseBranch
EXP_DBL_0420,Double_Disable,-disable-loop-idiom-vectorize-bytecmp,EarlyOtherwiseBranch,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR EarlyOtherwiseBranch
EXP_DBL_0421,Double_Disable,-disable-promote-alloca-to-vector,EarlyOtherwiseBranch,-C llvm-args=-disable-promote-alloca-to-vector -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-promote-alloca-to-vector AND MIR EarlyOtherwiseBranch
EXP_DBL_0422,Double_Disable,-disable-replace-with-vec-lib,EarlyOtherwiseBranch,-C llvm-args=-disable-replace-with-vec-lib -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-replace-with-vec-lib AND MIR EarlyOtherwiseBranch
EXP_DBL_0423,Double_Disable,-disable-vector-combine,EarlyOtherwiseBranch,-C llvm-args=-disable-vector-combine -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-vector-combine AND MIR EarlyOtherwiseBranch
EXP_DBL_0424,Double_Disable,-disable-advanced-peeling,EarlyOtherwiseBranch,-C llvm-args=-disable-advanced-peeling -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-advanced-peeling AND MIR EarlyOtherwiseBranch
EXP_DBL_0425,Double_Disable,-disable-lftr,EarlyOtherwiseBranch,-C llvm-args=-disable-lftr -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-lftr AND MIR EarlyOtherwiseBranch
EXP_DBL_0426,Double_Disable,-disable-licm-promotion,EarlyOtherwiseBranch,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-licm-promotion AND MIR EarlyOtherwiseBranch
EXP_DBL_0427,Double_Disable,-disable-loop-level-heuristics,EarlyOtherwiseBranch,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-loop-level-heuristics AND MIR EarlyOtherwiseBranch
EXP_DBL_0428,Double_Disable,-disable-lsr,EarlyOtherwiseBranch,-C llvm-args=-disable-lsr -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-lsr AND MIR EarlyOtherwiseBranch
EXP_DBL_0429,Double_Disable,-disable-machine-licm,EarlyOtherwiseBranch,-C llvm-args=-disable-machine-licm -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-machine-licm AND MIR EarlyOtherwiseBranch
EXP_DBL_0430,Double_Disable,-disable-postra-machine-licm,EarlyOtherwiseBranch,-C llvm-args=-disable-postra-machine-licm -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-postra-machine-licm AND MIR EarlyOtherwiseBranch
EXP_DBL_0431,Double_Disable,-disable-preheader-prot,EarlyOtherwiseBranch,-C llvm-args=-disable-preheader-prot -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-preheader-prot AND MIR EarlyOtherwiseBranch
EXP_DBL_0432,Double_Disable,-disable-block-placement,EarlyOtherwiseBranch,-C llvm-args=-disable-block-placement -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-block-placement AND MIR EarlyOtherwiseBranch
EXP_DBL_0433,Double_Disable,-disable-branch-fold,EarlyOtherwiseBranch,-C llvm-args=-disable-branch-fold -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-branch-fold AND MIR EarlyOtherwiseBranch
EXP_DBL_0434,Double_Disable,-disable-cgp-branch-opts,EarlyOtherwiseBranch,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-cgp-branch-opts AND MIR EarlyOtherwiseBranch
EXP_DBL_0435,Double_Disable,-disable-cgp-select2branch,EarlyOtherwiseBranch,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-cgp-select2branch AND MIR EarlyOtherwiseBranch
EXP_DBL_0436,Double_Disable,-disable-chr,EarlyOtherwiseBranch,-C llvm-args=-disable-chr -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-chr AND MIR EarlyOtherwiseBranch
EXP_DBL_0437,Double_Disable,-disable-early-ifcvt,EarlyOtherwiseBranch,-C llvm-args=-disable-early-ifcvt -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-early-ifcvt AND MIR EarlyOtherwiseBranch
EXP_DBL_0438,Double_Disable,-disable-early-taildup,EarlyOtherwiseBranch,-C llvm-args=-disable-early-taildup -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-early-taildup AND MIR EarlyOtherwiseBranch
EXP_DBL_0439,Double_Disable,-disable-ifcvt-diamond,EarlyOtherwiseBranch,-C llvm-args=-disable-ifcvt-diamond -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-ifcvt-diamond AND MIR EarlyOtherwiseBranch
EXP_DBL_0440,Double_Disable,-disable-ifcvt-forked-diamond,EarlyOtherwiseBranch,-C llvm-args=-disable-ifcvt-forked-diamond -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-ifcvt-forked-diamond AND MIR EarlyOtherwiseBranch
EXP_DBL_0441,Double_Disable,-disable-ifcvt-simple,EarlyOtherwiseBranch,-C llvm-args=-disable-ifcvt-simple -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-ifcvt-simple AND MIR EarlyOtherwiseBranch
EXP_DBL_0442,Double_Disable,-disable-ifcvt-simple-false,EarlyOtherwiseBranch,-C llvm-args=-disable-ifcvt-simple-false -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-ifcvt-simple-false AND MIR EarlyOtherwiseBranch
EXP_DBL_0443,Double_Disable,-disable-ifcvt-triangle,EarlyOtherwiseBranch,-C llvm-args=-disable-ifcvt-triangle -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-ifcvt-triangle AND MIR EarlyOtherwiseBranch
EXP_DBL_0444,Double_Disable,-disable-ifcvt-triangle-false,EarlyOtherwiseBranch,-C llvm-args=-disable-ifcvt-triangle-false -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-ifcvt-triangle-false AND MIR EarlyOtherwiseBranch
EXP_DBL_0445,Double_Disable,-disable-ifcvt-triangle-rev,EarlyOtherwiseBranch,-C llvm-args=-disable-ifcvt-triangle-rev -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-ifcvt-triangle-rev AND MIR EarlyOtherwiseBranch
EXP_DBL_0446,Double_Disable,-disable-tail-calls,EarlyOtherwiseBranch,-C llvm-args=-disable-tail-calls -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-tail-calls AND MIR EarlyOtherwiseBranch
EXP_DBL_0447,Double_Disable,-disable-tail-duplicate,EarlyOtherwiseBranch,-C llvm-args=-disable-tail-duplicate -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-tail-duplicate AND MIR EarlyOtherwiseBranch
EXP_DBL_0448,Double_Disable,-disable-cgp-ext-ld-promotion,EarlyOtherwiseBranch,-C llvm-args=-disable-cgp-ext-ld-promotion -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-cgp-ext-ld-promotion AND MIR EarlyOtherwiseBranch
EXP_DBL_0449,Double_Disable,-disable-cgp-store-extract,EarlyOtherwiseBranch,-C llvm-args=-disable-cgp-store-extract -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-cgp-store-extract AND MIR EarlyOtherwiseBranch
EXP_DBL_0450,Double_Disable,-disable-memop-opt,EarlyOtherwiseBranch,-C llvm-args=-disable-memop-opt -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-memop-opt AND MIR EarlyOtherwiseBranch
EXP_DBL_0451,Double_Disable,-disable-separate-const-offset-from-gep,EarlyOtherwiseBranch,-C llvm-args=-disable-separate-const-offset-from-gep -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-separate-const-offset-from-gep AND MIR EarlyOtherwiseBranch
EXP_DBL_0452,Double_Disable,-disable-adv-copy-opt,EarlyOtherwiseBranch,-C llvm-args=-disable-adv-copy-opt -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-adv-copy-opt AND MIR EarlyOtherwiseBranch
EXP_DBL_0453,Double_Disable,-disable-cgp-delete-phis,EarlyOtherwiseBranch,-C llvm-args=-disable-cgp-delete-phis -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-cgp-delete-phis AND MIR EarlyOtherwiseBranch
EXP_DBL_0454,Double_Disable,-disable-cleanups,EarlyOtherwiseBranch,-C llvm-args=-disable-cleanups -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-cleanups AND MIR EarlyOtherwiseBranch
EXP_DBL_0455,Double_Disable,-disable-constant-hoisting,EarlyOtherwiseBranch,-C llvm-args=-disable-constant-hoisting -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-constant-hoisting AND MIR EarlyOtherwiseBranch
EXP_DBL_0456,Double_Disable,-disable-copyprop,EarlyOtherwiseBranch,-C llvm-args=-disable-copyprop -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-copyprop AND MIR EarlyOtherwiseBranch
EXP_DBL_0457,Double_Disable,-disable-demotion,EarlyOtherwiseBranch,-C llvm-args=-disable-demotion -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-demotion AND MIR EarlyOtherwiseBranch
EXP_DBL_0458,Double_Disable,-disable-gep-const-evaluation,EarlyOtherwiseBranch,-C llvm-args=-disable-gep-const-evaluation -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-gep-const-evaluation AND MIR EarlyOtherwiseBranch
EXP_DBL_0459,Double_Disable,-disable-icp,EarlyOtherwiseBranch,-C llvm-args=-disable-icp -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-icp AND MIR EarlyOtherwiseBranch
EXP_DBL_0460,Double_Disable,-disable-machine-cse,EarlyOtherwiseBranch,-C llvm-args=-disable-machine-cse -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-machine-cse AND MIR EarlyOtherwiseBranch
EXP_DBL_0461,Double_Disable,-disable-machine-dce,EarlyOtherwiseBranch,-C llvm-args=-disable-machine-dce -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-machine-dce AND MIR EarlyOtherwiseBranch
EXP_DBL_0462,Double_Disable,-disable-machine-sink,EarlyOtherwiseBranch,-C llvm-args=-disable-machine-sink -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-machine-sink AND MIR EarlyOtherwiseBranch
EXP_DBL_0463,Double_Disable,-disable-mergeicmps,EarlyOtherwiseBranch,-C llvm-args=-disable-mergeicmps -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-mergeicmps AND MIR EarlyOtherwiseBranch
EXP_DBL_0464,Double_Disable,-disable-non-allocatable-phys-copy-opt,EarlyOtherwiseBranch,-C llvm-args=-disable-non-allocatable-phys-copy-opt -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-non-allocatable-phys-copy-opt AND MIR EarlyOtherwiseBranch
EXP_DBL_0465,Double_Disable,-disable-phi-elim-edge-splitting,EarlyOtherwiseBranch,-C llvm-args=-disable-phi-elim-edge-splitting -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-phi-elim-edge-splitting AND MIR EarlyOtherwiseBranch
EXP_DBL_0466,Double_Disable,-disable-postra-machine-sink,EarlyOtherwiseBranch,-C llvm-args=-disable-postra-machine-sink -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-postra-machine-sink AND MIR EarlyOtherwiseBranch
EXP_DBL_0467,Double_Disable,-disable-preinline,EarlyOtherwiseBranch,-C llvm-args=-disable-preinline -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-preinline AND MIR EarlyOtherwiseBranch
EXP_DBL_0468,Double_Disable,-disable-select-optimize,EarlyOtherwiseBranch,-C llvm-args=-disable-select-optimize -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-select-optimize AND MIR EarlyOtherwiseBranch
EXP_DBL_0469,Double_Disable,-disable-ssc,EarlyOtherwiseBranch,-C llvm-args=-disable-ssc -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-ssc AND MIR EarlyOtherwiseBranch
EXP_DBL_0470,Double_Disable,-disable-type-promotion,EarlyOtherwiseBranch,-C llvm-args=-disable-type-promotion -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-type-promotion AND MIR EarlyOtherwiseBranch
EXP_DBL_0471,Double_Disable,-disable-auto-upgrade-debug-info,EarlyOtherwiseBranch,-C llvm-args=-disable-auto-upgrade-debug-info -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-auto-upgrade-debug-info AND MIR EarlyOtherwiseBranch
EXP_DBL_0472,Double_Disable,-disable-bitcode-version-upgrade,EarlyOtherwiseBranch,-C llvm-args=-disable-bitcode-version-upgrade -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-bitcode-version-upgrade AND MIR EarlyOtherwiseBranch
EXP_DBL_0473,Double_Disable,-disable-cfi-fixup,EarlyOtherwiseBranch,-C llvm-args=-disable-cfi-fixup -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-cfi-fixup AND MIR EarlyOtherwiseBranch
EXP_DBL_0474,Double_Disable,-disable-cgdata-for-merging,EarlyOtherwiseBranch,-C llvm-args=-disable-cgdata-for-merging -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-cgdata-for-merging AND MIR EarlyOtherwiseBranch
EXP_DBL_0475,Double_Disable,-disable-global-outlining,EarlyOtherwiseBranch,-C llvm-args=-disable-global-outlining -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-global-outlining AND MIR EarlyOtherwiseBranch
EXP_DBL_0476,Double_Disable,-disable-last-run-tracking,EarlyOtherwiseBranch,-C llvm-args=-disable-last-run-tracking -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-last-run-tracking AND MIR EarlyOtherwiseBranch
EXP_DBL_0477,Double_Disable,-disable-layout-fsprofile-loader,EarlyOtherwiseBranch,-C llvm-args=-disable-layout-fsprofile-loader -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-layout-fsprofile-loader AND MIR EarlyOtherwiseBranch
EXP_DBL_0478,Double_Disable,-disable-nofree-inference,EarlyOtherwiseBranch,-C llvm-args=-disable-nofree-inference -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-nofree-inference AND MIR EarlyOtherwiseBranch
EXP_DBL_0479,Double_Disable,-disable-nounwind-inference,EarlyOtherwiseBranch,-C llvm-args=-disable-nounwind-inference -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-nounwind-inference AND MIR EarlyOtherwiseBranch
EXP_DBL_0480,Double_Disable,-disable-ondemand-mds-loading,EarlyOtherwiseBranch,-C llvm-args=-disable-ondemand-mds-loading -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-ondemand-mds-loading AND MIR EarlyOtherwiseBranch
EXP_DBL_0481,Double_Disable,-disable-ra-fsprofile-loader,EarlyOtherwiseBranch,-C llvm-args=-disable-ra-fsprofile-loader -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-ra-fsprofile-loader AND MIR EarlyOtherwiseBranch
EXP_DBL_0482,Double_Disable,-disable-sample-loader-inlining,EarlyOtherwiseBranch,-C llvm-args=-disable-sample-loader-inlining -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-sample-loader-inlining AND MIR EarlyOtherwiseBranch
EXP_DBL_0483,Double_Disable,-disable-thinlto-funcattrs,EarlyOtherwiseBranch,-C llvm-args=-disable-thinlto-funcattrs -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-thinlto-funcattrs AND MIR EarlyOtherwiseBranch
EXP_DBL_0484,Double_Disable,-disable-vp,EarlyOtherwiseBranch,-C llvm-args=-disable-vp -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-vp AND MIR EarlyOtherwiseBranch
EXP_DBL_0485,Double_Disable,-disable-whole-program-visibility,EarlyOtherwiseBranch,-C llvm-args=-disable-whole-program-visibility -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-whole-program-visibility AND MIR EarlyOtherwiseBranch
EXP_DBL_0486,Double_Disable,-disable-2addr-hack,EarlyOtherwiseBranch,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-2addr-hack AND MIR EarlyOtherwiseBranch
EXP_DBL_0487,Double_Disable,-disable-cgp,EarlyOtherwiseBranch,-C llvm-args=-disable-cgp -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-cgp AND MIR EarlyOtherwiseBranch
EXP_DBL_0488,Double_Disable,-disable-cgp-gc-opts,EarlyOtherwiseBranch,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-cgp-gc-opts AND MIR EarlyOtherwiseBranch
EXP_DBL_0489,Double_Disable,-disable-complex-addr-modes,EarlyOtherwiseBranch,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-complex-addr-modes AND MIR EarlyOtherwiseBranch
EXP_DBL_0490,Double_Disable,-disable-dfa-sched,EarlyOtherwiseBranch,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-dfa-sched AND MIR EarlyOtherwiseBranch
EXP_DBL_0491,Double_Disable,-disable-i2p-p2i-opt,EarlyOtherwiseBranch,-C llvm-args=-disable-i2p-p2i-opt -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-i2p-p2i-opt AND MIR EarlyOtherwiseBranch
EXP_DBL_0492,Double_Disable,-disable-mr-partial-inlining,EarlyOtherwiseBranch,-C llvm-args=-disable-mr-partial-inlining -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-mr-partial-inlining AND MIR EarlyOtherwiseBranch
EXP_DBL_0493,Double_Disable,-disable-partial-inlining,EarlyOtherwiseBranch,-C llvm-args=-disable-partial-inlining -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-partial-inlining AND MIR EarlyOtherwiseBranch
EXP_DBL_0494,Double_Disable,-disable-partial-libcall-inlining,EarlyOtherwiseBranch,-C llvm-args=-disable-partial-libcall-inlining -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-partial-libcall-inlining AND MIR EarlyOtherwiseBranch
EXP_DBL_0495,Double_Disable,-disable-peephole,EarlyOtherwiseBranch,-C llvm-args=-disable-peephole -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-peephole AND MIR EarlyOtherwiseBranch
EXP_DBL_0496,Double_Disable,-disable-post-ra,EarlyOtherwiseBranch,-C llvm-args=-disable-post-ra -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-post-ra AND MIR EarlyOtherwiseBranch
EXP_DBL_0497,Double_Disable,-disable-spill-fusing,EarlyOtherwiseBranch,-C llvm-args=-disable-spill-fusing -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-spill-fusing AND MIR EarlyOtherwiseBranch
EXP_DBL_0498,Double_Disable,-disable-strictnode-mutation,EarlyOtherwiseBranch,-C llvm-args=-disable-strictnode-mutation -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-strictnode-mutation AND MIR EarlyOtherwiseBranch
EXP_DBL_0499,Double_Disable,-disable-binop-extract-shuffle,EnumSizeOpt,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-binop-extract-shuffle AND MIR EnumSizeOpt
EXP_DBL_0500,Double_Disable,-disable-expand-reductions,EnumSizeOpt,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-expand-reductions AND MIR EnumSizeOpt
EXP_DBL_0501,Double_Disable,-disable-interleaved-load-combine,EnumSizeOpt,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-interleaved-load-combine AND MIR EnumSizeOpt
EXP_DBL_0502,Double_Disable,-disable-loop-idiom-vectorize-all,EnumSizeOpt,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR EnumSizeOpt
EXP_DBL_0503,Double_Disable,-disable-loop-idiom-vectorize-bytecmp,EnumSizeOpt,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR EnumSizeOpt
EXP_DBL_0504,Double_Disable,-disable-promote-alloca-to-vector,EnumSizeOpt,-C llvm-args=-disable-promote-alloca-to-vector -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-promote-alloca-to-vector AND MIR EnumSizeOpt
EXP_DBL_0505,Double_Disable,-disable-replace-with-vec-lib,EnumSizeOpt,-C llvm-args=-disable-replace-with-vec-lib -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-replace-with-vec-lib AND MIR EnumSizeOpt
EXP_DBL_0506,Double_Disable,-disable-vector-combine,EnumSizeOpt,-C llvm-args=-disable-vector-combine -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-vector-combine AND MIR EnumSizeOpt
EXP_DBL_0507,Double_Disable,-disable-advanced-peeling,EnumSizeOpt,-C llvm-args=-disable-advanced-peeling -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-advanced-peeling AND MIR EnumSizeOpt
EXP_DBL_0508,Double_Disable,-disable-lftr,EnumSizeOpt,-C llvm-args=-disable-lftr -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-lftr AND MIR EnumSizeOpt
