ConfigName,Variant,RunID,LLVM_Pass,MIR_Pass,BinarySize(Bytes),TotalRuntime(s),CompileTime(s),RunRepeats,Warmup,ListPath,Status
EXP_DBL_0339,eza,8,replace-with-vec-lib,DestinationPropagation,2474688,9.290216,142.422698,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0339,eza,9,replace-with-vec-lib,DestinationPropagation,2474688,9.213203,142.422698,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0339,eza,10,replace-with-vec-lib,DestinationPropagation,2474688,9.466542,142.422698,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0340,eza,1,vector-combine,DestinationPropagation,2474624,9.518257,142.618866,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0340,eza,2,vector-combine,DestinationPropagation,2474624,9.190506,142.618866,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0340,eza,3,vector-combine,DestinationPropagation,2474624,9.190607,142.618866,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0340,eza,4,vector-combine,DestinationPropagation,2474624,9.493029,142.618866,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0340,eza,5,vector-combine,DestinationPropagation,2474624,9.489448,142.618866,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0340,eza,6,vector-combine,DestinationPropagation,2474624,9.393586,142.618866,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0340,eza,7,vector-combine,DestinationPropagation,2474624,9.286539,142.618866,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0340,eza,8,vector-combine,DestinationPropagation,2474624,9.486524,142.618866,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0340,eza,9,vector-combine,DestinationPropagation,2474624,9.486756,142.618866,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0340,eza,10,vector-combine,DestinationPropagation,2474624,9.246803,142.618866,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0341,eza,1,advanced-peeling,DestinationPropagation,2473952,9.432779,141.965243,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0341,eza,2,advanced-peeling,DestinationPropagation,2473952,9.345271,141.965243,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0341,eza,3,advanced-peeling,DestinationPropagation,2473952,9.164389,141.965243,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0341,eza,4,advanced-peeling,DestinationPropagation,2473952,9.288351,141.965243,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0341,eza,5,advanced-peeling,DestinationPropagation,2473952,9.258107,141.965243,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0341,eza,6,advanced-peeling,DestinationPropagation,2473952,9.356785,141.965243,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0341,eza,7,advanced-peeling,DestinationPropagation,2473952,9.356138,141.965243,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0341,eza,8,advanced-peeling,DestinationPropagation,2473952,9.291903,141.965243,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0341,eza,9,advanced-peeling,DestinationPropagation,2473952,9.189079,141.965243,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0341,eza,10,advanced-peeling,DestinationPropagation,2473952,8.970890,141.965243,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0342,eza,1,lftr,DestinationPropagation,2474752,9.372026,142.885617,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0342,eza,2,lftr,DestinationPropagation,2474752,9.307860,142.885617,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0342,eza,3,lftr,DestinationPropagation,2474752,9.073780,142.885617,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0342,eza,4,lftr,DestinationPropagation,2474752,9.109429,142.885617,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0342,eza,5,lftr,DestinationPropagation,2474752,9.187248,142.885617,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0342,eza,6,lftr,DestinationPropagation,2474752,9.308894,142.885617,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0342,eza,7,lftr,DestinationPropagation,2474752,8.906087,142.885617,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0342,eza,8,lftr,DestinationPropagation,2474752,9.228404,142.885617,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0342,eza,9,lftr,DestinationPropagation,2474752,9.429226,142.885617,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0342,eza,10,lftr,DestinationPropagation,2474752,9.207835,142.885617,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0343,eza,1,licm-promotion,DestinationPropagation,2472640,9.165413,142.294642,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0343,eza,2,licm-promotion,DestinationPropagation,2472640,9.117702,142.294642,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0343,eza,3,licm-promotion,DestinationPropagation,2472640,8.960922,142.294642,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0343,eza,4,licm-promotion,DestinationPropagation,2472640,9.374956,142.294642,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0343,eza,5,licm-promotion,DestinationPropagation,2472640,8.952682,142.294642,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0343,eza,6,licm-promotion,DestinationPropagation,2472640,9.266004,142.294642,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0343,eza,7,licm-promotion,DestinationPropagation,2472640,9.293823,142.294642,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0343,eza,8,licm-promotion,DestinationPropagation,2472640,9.272120,142.294642,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0343,eza,9,licm-promotion,DestinationPropagation,2472640,9.319925,142.294642,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0343,eza,10,licm-promotion,DestinationPropagation,2472640,9.418367,142.294642,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0344,eza,1,loop-level-heuristics,DestinationPropagation,2474688,9.486180,142.058658,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0344,eza,2,loop-level-heuristics,DestinationPropagation,2474688,9.516176,142.058658,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0344,eza,3,loop-level-heuristics,DestinationPropagation,2474688,9.375706,142.058658,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0344,eza,4,loop-level-heuristics,DestinationPropagation,2474688,9.184464,142.058658,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0344,eza,5,loop-level-heuristics,DestinationPropagation,2474688,9.232062,142.058658,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0344,eza,6,loop-level-heuristics,DestinationPropagation,2474688,9.410969,142.058658,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0344,eza,7,loop-level-heuristics,DestinationPropagation,2474688,9.415431,142.058658,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0344,eza,8,loop-level-heuristics,DestinationPropagation,2474688,9.391955,142.058658,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0344,eza,9,loop-level-heuristics,DestinationPropagation,2474688,8.951017,142.058658,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0344,eza,10,loop-level-heuristics,DestinationPropagation,2474688,9.407305,142.058658,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0345,eza,1,lsr,DestinationPropagation,2469984,9.388857,137.940915,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0345,eza,2,lsr,DestinationPropagation,2469984,9.330632,137.940915,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0345,eza,3,lsr,DestinationPropagation,2469984,9.276347,137.940915,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0345,eza,4,lsr,DestinationPropagation,2469984,9.429411,137.940915,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0345,eza,5,lsr,DestinationPropagation,2469984,8.970553,137.940915,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0345,eza,6,lsr,DestinationPropagation,2469984,8.964366,137.940915,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0345,eza,7,lsr,DestinationPropagation,2469984,9.388009,137.940915,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0345,eza,8,lsr,DestinationPropagation,2469984,9.315856,137.940915,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0345,eza,9,lsr,DestinationPropagation,2469984,9.364308,137.940915,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0345,eza,10,lsr,DestinationPropagation,2469984,8.847645,137.940915,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0346,eza,1,machine-licm,DestinationPropagation,2463744,9.358433,141.397119,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0346,eza,2,machine-licm,DestinationPropagation,2463744,9.367532,141.397119,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0346,eza,3,machine-licm,DestinationPropagation,2463744,9.413035,141.397119,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0346,eza,4,machine-licm,DestinationPropagation,2463744,9.437061,141.397119,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0346,eza,5,machine-licm,DestinationPropagation,2463744,9.425204,141.397119,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0346,eza,6,machine-licm,DestinationPropagation,2463744,9.126033,141.397119,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0346,eza,7,machine-licm,DestinationPropagation,2463744,9.121170,141.397119,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0346,eza,8,machine-licm,DestinationPropagation,2463744,9.058966,141.397119,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0346,eza,9,machine-licm,DestinationPropagation,2463744,9.254025,141.397119,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0346,eza,10,machine-licm,DestinationPropagation,2463744,8.584286,141.397119,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0347,eza,1,postra-machine-licm,DestinationPropagation,2474720,9.092983,142.917740,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0347,eza,2,postra-machine-licm,DestinationPropagation,2474720,9.199729,142.917740,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0347,eza,3,postra-machine-licm,DestinationPropagation,2474720,9.234618,142.917740,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0347,eza,4,postra-machine-licm,DestinationPropagation,2474720,9.212807,142.917740,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0347,eza,5,postra-machine-licm,DestinationPropagation,2474720,9.081125,142.917740,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0347,eza,6,postra-machine-licm,DestinationPropagation,2474720,8.793580,142.917740,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0347,eza,7,postra-machine-licm,DestinationPropagation,2474720,9.085646,142.917740,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0347,eza,8,postra-machine-licm,DestinationPropagation,2474720,9.369390,142.917740,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0347,eza,9,postra-machine-licm,DestinationPropagation,2474720,9.254105,142.917740,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0347,eza,10,postra-machine-licm,DestinationPropagation,2474720,9.305526,142.917740,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0348,eza,1,preheader-prot,DestinationPropagation,2473920,8.986291,143.340484,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0348,eza,2,preheader-prot,DestinationPropagation,2473920,9.212902,143.340484,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0348,eza,3,preheader-prot,DestinationPropagation,2473920,9.377641,143.340484,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0348,eza,4,preheader-prot,DestinationPropagation,2473920,9.466839,143.340484,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0348,eza,5,preheader-prot,DestinationPropagation,2473920,9.294344,143.340484,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0348,eza,6,preheader-prot,DestinationPropagation,2473920,9.219581,143.340484,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0348,eza,7,preheader-prot,DestinationPropagation,2473920,9.330058,143.340484,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0348,eza,8,preheader-prot,DestinationPropagation,2473920,9.329332,143.340484,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0348,eza,9,preheader-prot,DestinationPropagation,2473920,9.359101,143.340484,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0348,eza,10,preheader-prot,DestinationPropagation,2473920,9.306728,143.340484,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0349,eza,1,block-placement,DestinationPropagation,2421280,9.350743,141.932406,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0349,eza,2,block-placement,DestinationPropagation,2421280,9.456006,141.932406,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0349,eza,3,block-placement,DestinationPropagation,2421280,9.310061,141.932406,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0349,eza,4,block-placement,DestinationPropagation,2421280,9.442579,141.932406,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0349,eza,5,block-placement,DestinationPropagation,2421280,9.526901,141.932406,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0349,eza,6,block-placement,DestinationPropagation,2421280,9.353813,141.932406,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0349,eza,7,block-placement,DestinationPropagation,2421280,9.459765,141.932406,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0349,eza,8,block-placement,DestinationPropagation,2421280,9.179716,141.932406,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0349,eza,9,block-placement,DestinationPropagation,2421280,9.546935,141.932406,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0349,eza,10,block-placement,DestinationPropagation,2421280,9.394119,141.932406,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0350,eza,1,branch-fold,DestinationPropagation,2485792,9.578870,143.356292,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0350,eza,2,branch-fold,DestinationPropagation,2485792,9.320567,143.356292,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0350,eza,3,branch-fold,DestinationPropagation,2485792,9.320816,143.356292,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0350,eza,4,branch-fold,DestinationPropagation,2485792,8.808831,143.356292,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0350,eza,5,branch-fold,DestinationPropagation,2485792,9.343108,143.356292,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0350,eza,6,branch-fold,DestinationPropagation,2485792,9.486726,143.356292,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0350,eza,7,branch-fold,DestinationPropagation,2485792,9.235075,143.356292,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0350,eza,8,branch-fold,DestinationPropagation,2485792,8.974736,143.356292,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0350,eza,9,branch-fold,DestinationPropagation,2485792,9.014860,143.356292,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0350,eza,10,branch-fold,DestinationPropagation,2485792,9.245531,143.356292,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0351,eza,1,cgp-branch-opts,DestinationPropagation,2474688,9.594930,143.233063,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0351,eza,2,cgp-branch-opts,DestinationPropagation,2474688,9.343957,143.233063,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0351,eza,3,cgp-branch-opts,DestinationPropagation,2474688,8.944878,143.233063,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0351,eza,4,cgp-branch-opts,DestinationPropagation,2474688,9.197592,143.233063,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0351,eza,5,cgp-branch-opts,DestinationPropagation,2474688,9.292131,143.233063,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0351,eza,6,cgp-branch-opts,DestinationPropagation,2474688,9.163644,143.233063,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0351,eza,7,cgp-branch-opts,DestinationPropagation,2474688,9.095604,143.233063,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0351,eza,8,cgp-branch-opts,DestinationPropagation,2474688,8.846628,143.233063,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0351,eza,9,cgp-branch-opts,DestinationPropagation,2474688,9.281381,143.233063,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0351,eza,10,cgp-branch-opts,DestinationPropagation,2474688,9.451777,143.233063,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0352,eza,1,cgp-select2branch,DestinationPropagation,2474592,9.377435,142.731548,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0352,eza,2,cgp-select2branch,DestinationPropagation,2474592,9.245736,142.731548,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0352,eza,3,cgp-select2branch,DestinationPropagation,2474592,8.951758,142.731548,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0352,eza,4,cgp-select2branch,DestinationPropagation,2474592,9.080887,142.731548,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0352,eza,5,cgp-select2branch,DestinationPropagation,2474592,9.277231,142.731548,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0352,eza,6,cgp-select2branch,DestinationPropagation,2474592,9.447163,142.731548,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0352,eza,7,cgp-select2branch,DestinationPropagation,2474592,9.489457,142.731548,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0352,eza,8,cgp-select2branch,DestinationPropagation,2474592,9.305435,142.731548,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0352,eza,9,cgp-select2branch,DestinationPropagation,2474592,9.214947,142.731548,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0352,eza,10,cgp-select2branch,DestinationPropagation,2474592,9.343177,142.731548,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0353,eza,1,chr,DestinationPropagation,2474688,9.250631,142.556817,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0353,eza,2,chr,DestinationPropagation,2474688,9.418822,142.556817,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0353,eza,3,chr,DestinationPropagation,2474688,9.416178,142.556817,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0353,eza,4,chr,DestinationPropagation,2474688,9.372577,142.556817,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0353,eza,5,chr,DestinationPropagation,2474688,9.312091,142.556817,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0353,eza,6,chr,DestinationPropagation,2474688,9.351481,142.556817,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0353,eza,7,chr,DestinationPropagation,2474688,9.456467,142.556817,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0353,eza,8,chr,DestinationPropagation,2474688,9.405317,142.556817,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0353,eza,9,chr,DestinationPropagation,2474688,9.110608,142.556817,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0353,eza,10,chr,DestinationPropagation,2474688,9.299609,142.556817,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0354,eza,1,early-ifcvt,DestinationPropagation,2474688,9.197068,142.604649,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0354,eza,2,early-ifcvt,DestinationPropagation,2474688,9.389112,142.604649,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0354,eza,3,early-ifcvt,DestinationPropagation,2474688,9.344848,142.604649,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0354,eza,4,early-ifcvt,DestinationPropagation,2474688,9.372387,142.604649,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0354,eza,5,early-ifcvt,DestinationPropagation,2474688,9.255000,142.604649,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0354,eza,6,early-ifcvt,DestinationPropagation,2474688,9.394272,142.604649,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0354,eza,7,early-ifcvt,DestinationPropagation,2474688,9.276201,142.604649,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0354,eza,8,early-ifcvt,DestinationPropagation,2474688,9.342456,142.604649,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0354,eza,9,early-ifcvt,DestinationPropagation,2474688,9.315723,142.604649,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0354,eza,10,early-ifcvt,DestinationPropagation,2474688,8.883377,142.604649,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0355,eza,1,early-taildup,DestinationPropagation,2470816,9.340447,143.121577,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0355,eza,2,early-taildup,DestinationPropagation,2470816,9.075825,143.121577,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0355,eza,3,early-taildup,DestinationPropagation,2470816,9.343744,143.121577,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0355,eza,4,early-taildup,DestinationPropagation,2470816,9.345642,143.121577,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0355,eza,5,early-taildup,DestinationPropagation,2470816,9.187406,143.121577,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0355,eza,6,early-taildup,DestinationPropagation,2470816,9.163736,143.121577,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0355,eza,7,early-taildup,DestinationPropagation,2470816,9.246853,143.121577,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0355,eza,8,early-taildup,DestinationPropagation,2470816,9.158806,143.121577,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0355,eza,9,early-taildup,DestinationPropagation,2470816,9.289235,143.121577,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0355,eza,10,early-taildup,DestinationPropagation,2470816,8.947266,143.121577,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0356,eza,1,ifcvt-diamond,DestinationPropagation,2474688,9.336039,143.390309,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0356,eza,2,ifcvt-diamond,DestinationPropagation,2474688,9.264705,143.390309,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0356,eza,3,ifcvt-diamond,DestinationPropagation,2474688,9.210024,143.390309,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0356,eza,4,ifcvt-diamond,DestinationPropagation,2474688,9.144545,143.390309,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0356,eza,5,ifcvt-diamond,DestinationPropagation,2474688,9.198516,143.390309,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0356,eza,6,ifcvt-diamond,DestinationPropagation,2474688,8.863198,143.390309,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0356,eza,7,ifcvt-diamond,DestinationPropagation,2474688,9.441916,143.390309,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0356,eza,8,ifcvt-diamond,DestinationPropagation,2474688,9.330265,143.390309,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0356,eza,9,ifcvt-diamond,DestinationPropagation,2474688,9.417370,143.390309,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0356,eza,10,ifcvt-diamond,DestinationPropagation,2474688,9.350877,143.390309,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0357,eza,1,ifcvt-forked-diamond,DestinationPropagation,2474688,9.072275,142.836154,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0357,eza,2,ifcvt-forked-diamond,DestinationPropagation,2474688,9.335855,142.836154,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0357,eza,3,ifcvt-forked-diamond,DestinationPropagation,2474688,9.400230,142.836154,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0357,eza,4,ifcvt-forked-diamond,DestinationPropagation,2474688,9.386969,142.836154,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0357,eza,5,ifcvt-forked-diamond,DestinationPropagation,2474688,9.233012,142.836154,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0357,eza,6,ifcvt-forked-diamond,DestinationPropagation,2474688,9.410094,142.836154,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0357,eza,7,ifcvt-forked-diamond,DestinationPropagation,2474688,9.207152,142.836154,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0357,eza,8,ifcvt-forked-diamond,DestinationPropagation,2474688,9.392275,142.836154,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0357,eza,9,ifcvt-forked-diamond,DestinationPropagation,2474688,9.462739,142.836154,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0357,eza,10,ifcvt-forked-diamond,DestinationPropagation,2474688,9.413413,142.836154,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0358,eza,1,ifcvt-simple,DestinationPropagation,2474688,9.357527,142.789046,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0358,eza,2,ifcvt-simple,DestinationPropagation,2474688,9.407086,142.789046,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0358,eza,3,ifcvt-simple,DestinationPropagation,2474688,9.422128,142.789046,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0358,eza,4,ifcvt-simple,DestinationPropagation,2474688,9.330345,142.789046,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0358,eza,5,ifcvt-simple,DestinationPropagation,2474688,9.444202,142.789046,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0358,eza,6,ifcvt-simple,DestinationPropagation,2474688,9.341156,142.789046,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0358,eza,7,ifcvt-simple,DestinationPropagation,2474688,9.235294,142.789046,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0358,eza,8,ifcvt-simple,DestinationPropagation,2474688,9.436992,142.789046,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0358,eza,9,ifcvt-simple,DestinationPropagation,2474688,9.376222,142.789046,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0358,eza,10,ifcvt-simple,DestinationPropagation,2474688,9.362407,142.789046,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0359,eza,1,ifcvt-simple-false,DestinationPropagation,2474688,9.509214,141.905383,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0359,eza,2,ifcvt-simple-false,DestinationPropagation,2474688,9.489200,141.905383,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0359,eza,3,ifcvt-simple-false,DestinationPropagation,2474688,9.193019,141.905383,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0359,eza,4,ifcvt-simple-false,DestinationPropagation,2474688,9.407999,141.905383,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0359,eza,5,ifcvt-simple-false,DestinationPropagation,2474688,9.386853,141.905383,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0359,eza,6,ifcvt-simple-false,DestinationPropagation,2474688,9.395415,141.905383,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0359,eza,7,ifcvt-simple-false,DestinationPropagation,2474688,9.356561,141.905383,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0359,eza,8,ifcvt-simple-false,DestinationPropagation,2474688,9.427875,141.905383,500,1,/root/MIR_LLVM/bat,Success
EXP_DBL_0359,eza,9,ifcvt-simple-false,DestinationPropagation,2474688,9.151016,141.905383,500,1,/root/MIR_LLVM/bat,Success
