ConfigName,Variant,RunID,LLVM_Pass,MIR_Pass,BinarySize(Bytes),TotalRuntime(s),CompileTime(s),RunRepeats,Warmup,BenchArgs,Status
EXP_DBL_0073,quinn,7,cgp-gc-opts,CopyProp,90062224,5.551870,48.829533,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0073,quinn,8,cgp-gc-opts,CopyProp,90062224,5.526217,48.829533,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0073,quinn,9,cgp-gc-opts,CopyProp,90062224,5.614063,48.829533,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0073,quinn,10,cgp-gc-opts,CopyProp,90062224,5.474302,48.829533,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0074,quinn,1,complex-addr-modes,CopyProp,90078096,5.570449,48.652658,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0074,quinn,2,complex-addr-modes,CopyProp,90078096,5.718471,48.652658,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0074,quinn,3,complex-addr-modes,CopyProp,90078096,5.611696,48.652658,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0074,quinn,4,complex-addr-modes,CopyProp,90078096,5.603355,48.652658,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0074,quinn,5,complex-addr-modes,CopyProp,90078096,5.545654,48.652658,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0074,quinn,6,complex-addr-modes,CopyProp,90078096,5.685450,48.652658,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0074,quinn,7,complex-addr-modes,CopyProp,90078096,5.540546,48.652658,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0074,quinn,8,complex-addr-modes,CopyProp,90078096,5.470425,48.652658,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0074,quinn,9,complex-addr-modes,CopyProp,90078096,5.566739,48.652658,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0074,quinn,10,complex-addr-modes,CopyProp,90078096,5.452734,48.652658,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0075,quinn,1,dfa-sched,CopyProp,90062224,5.497381,49.323778,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0075,quinn,2,dfa-sched,CopyProp,90062224,5.653841,49.323778,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0075,quinn,3,dfa-sched,CopyProp,90062224,5.460918,49.323778,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0075,quinn,4,dfa-sched,CopyProp,90062224,5.620944,49.323778,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0075,quinn,5,dfa-sched,CopyProp,90062224,5.581210,49.323778,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0075,quinn,6,dfa-sched,CopyProp,90062224,5.543172,49.323778,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0075,quinn,7,dfa-sched,CopyProp,90062224,5.511285,49.323778,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0075,quinn,8,dfa-sched,CopyProp,90062224,5.521504,49.323778,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0075,quinn,9,dfa-sched,CopyProp,90062224,5.499765,49.323778,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0075,quinn,10,dfa-sched,CopyProp,90062224,5.582726,49.323778,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0076,quinn,1,i2p-p2i-opt,CopyProp,90126784,5.477523,50.377335,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0076,quinn,2,i2p-p2i-opt,CopyProp,90126784,5.480273,50.377335,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0076,quinn,3,i2p-p2i-opt,CopyProp,90126784,5.606370,50.377335,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0076,quinn,4,i2p-p2i-opt,CopyProp,90126784,5.444426,50.377335,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0076,quinn,5,i2p-p2i-opt,CopyProp,90126784,5.550003,50.377335,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0076,quinn,6,i2p-p2i-opt,CopyProp,90126784,5.384801,50.377335,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0076,quinn,7,i2p-p2i-opt,CopyProp,90126784,5.669887,50.377335,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0076,quinn,8,i2p-p2i-opt,CopyProp,90126784,5.505488,50.377335,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0076,quinn,9,i2p-p2i-opt,CopyProp,90126784,5.460893,50.377335,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0076,quinn,10,i2p-p2i-opt,CopyProp,90126784,5.515803,50.377335,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0077,quinn,1,mr-partial-inlining,CopyProp,90062224,5.583353,51.096677,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0077,quinn,2,mr-partial-inlining,CopyProp,90062224,5.561376,51.096677,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0077,quinn,3,mr-partial-inlining,CopyProp,90062224,5.484495,51.096677,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0077,quinn,4,mr-partial-inlining,CopyProp,90062224,5.434066,51.096677,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0077,quinn,5,mr-partial-inlining,CopyProp,90062224,5.533788,51.096677,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0077,quinn,6,mr-partial-inlining,CopyProp,90062224,5.553364,51.096677,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0077,quinn,7,mr-partial-inlining,CopyProp,90062224,5.478014,51.096677,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0077,quinn,8,mr-partial-inlining,CopyProp,90062224,5.460054,51.096677,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0077,quinn,9,mr-partial-inlining,CopyProp,90062224,5.459512,51.096677,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0077,quinn,10,mr-partial-inlining,CopyProp,90062224,5.497482,51.096677,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0078,quinn,1,partial-inlining,CopyProp,90062224,5.444693,48.101505,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0078,quinn,2,partial-inlining,CopyProp,90062224,5.399356,48.101505,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0078,quinn,3,partial-inlining,CopyProp,90062224,5.480906,48.101505,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0078,quinn,4,partial-inlining,CopyProp,90062224,5.605922,48.101505,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0078,quinn,5,partial-inlining,CopyProp,90062224,5.493873,48.101505,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0078,quinn,6,partial-inlining,CopyProp,90062224,5.400787,48.101505,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0078,quinn,7,partial-inlining,CopyProp,90062224,5.495641,48.101505,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0078,quinn,8,partial-inlining,CopyProp,90062224,5.522611,48.101505,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0078,quinn,9,partial-inlining,CopyProp,90062224,5.630470,48.101505,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0078,quinn,10,partial-inlining,CopyProp,90062224,5.566163,48.101505,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0079,quinn,1,partial-libcall-inlining,CopyProp,90062224,5.477492,50.587190,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0079,quinn,2,partial-libcall-inlining,CopyProp,90062224,5.561388,50.587190,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0079,quinn,3,partial-libcall-inlining,CopyProp,90062224,5.555477,50.587190,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0079,quinn,4,partial-libcall-inlining,CopyProp,90062224,5.570164,50.587190,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0079,quinn,5,partial-libcall-inlining,CopyProp,90062224,5.480489,50.587190,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0079,quinn,6,partial-libcall-inlining,CopyProp,90062224,5.553333,50.587190,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0079,quinn,7,partial-libcall-inlining,CopyProp,90062224,5.386982,50.587190,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0079,quinn,8,partial-libcall-inlining,CopyProp,90062224,5.446476,50.587190,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0079,quinn,9,partial-libcall-inlining,CopyProp,90062224,5.611397,50.587190,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0079,quinn,10,partial-libcall-inlining,CopyProp,90062224,5.401701,50.587190,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0080,quinn,1,peephole,CopyProp,90327344,5.526031,48.784692,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0080,quinn,2,peephole,CopyProp,90327344,5.495697,48.784692,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0080,quinn,3,peephole,CopyProp,90327344,5.663152,48.784692,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0080,quinn,4,peephole,CopyProp,90327344,5.633485,48.784692,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0080,quinn,5,peephole,CopyProp,90327344,5.457897,48.784692,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0080,quinn,6,peephole,CopyProp,90327344,5.607482,48.784692,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0080,quinn,7,peephole,CopyProp,90327344,5.641402,48.784692,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0080,quinn,8,peephole,CopyProp,90327344,5.570693,48.784692,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0080,quinn,9,peephole,CopyProp,90327344,5.621134,48.784692,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0080,quinn,10,peephole,CopyProp,90327344,5.571964,48.784692,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0081,quinn,1,post-ra,CopyProp,90062224,5.479301,50.472374,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0081,quinn,2,post-ra,CopyProp,90062224,5.471610,50.472374,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0081,quinn,3,post-ra,CopyProp,90062224,5.515391,50.472374,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0081,quinn,4,post-ra,CopyProp,90062224,5.520090,50.472374,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0081,quinn,5,post-ra,CopyProp,90062224,5.550871,50.472374,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0081,quinn,6,post-ra,CopyProp,90062224,5.500999,50.472374,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0081,quinn,7,post-ra,CopyProp,90062224,5.579126,50.472374,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0081,quinn,8,post-ra,CopyProp,90062224,5.448374,50.472374,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0081,quinn,9,post-ra,CopyProp,90062224,5.566866,50.472374,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0081,quinn,10,post-ra,CopyProp,90062224,5.636789,50.472374,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0082,quinn,1,spill-fusing,CopyProp,90323256,5.524539,50.771896,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0082,quinn,2,spill-fusing,CopyProp,90323256,5.578875,50.771896,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0082,quinn,3,spill-fusing,CopyProp,90323256,5.636250,50.771896,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0082,quinn,4,spill-fusing,CopyProp,90323256,5.434436,50.771896,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0082,quinn,5,spill-fusing,CopyProp,90323256,5.401218,50.771896,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0082,quinn,6,spill-fusing,CopyProp,90323256,5.661131,50.771896,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0082,quinn,7,spill-fusing,CopyProp,90323256,5.512473,50.771896,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0082,quinn,8,spill-fusing,CopyProp,90323256,5.624041,50.771896,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0082,quinn,9,spill-fusing,CopyProp,90323256,5.696475,50.771896,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0082,quinn,10,spill-fusing,CopyProp,90323256,5.722743,50.771896,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0083,quinn,1,strictnode-mutation,CopyProp,90062224,5.470042,48.582701,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0083,quinn,2,strictnode-mutation,CopyProp,90062224,5.556830,48.582701,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0083,quinn,3,strictnode-mutation,CopyProp,90062224,5.637794,48.582701,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0083,quinn,4,strictnode-mutation,CopyProp,90062224,5.637433,48.582701,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0083,quinn,5,strictnode-mutation,CopyProp,90062224,5.564933,48.582701,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0083,quinn,6,strictnode-mutation,CopyProp,90062224,5.466464,48.582701,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0083,quinn,7,strictnode-mutation,CopyProp,90062224,5.644786,48.582701,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0083,quinn,8,strictnode-mutation,CopyProp,90062224,5.497379,48.582701,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0083,quinn,9,strictnode-mutation,CopyProp,90062224,5.541973,48.582701,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0083,quinn,10,strictnode-mutation,CopyProp,90062224,5.574385,48.582701,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0084,quinn,1,binop-extract-shuffle,DataflowConstProp,89743008,5.638084,48.038312,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0084,quinn,2,binop-extract-shuffle,DataflowConstProp,89743008,5.562368,48.038312,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0084,quinn,3,binop-extract-shuffle,DataflowConstProp,89743008,5.458117,48.038312,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0084,quinn,4,binop-extract-shuffle,DataflowConstProp,89743008,5.498059,48.038312,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0084,quinn,5,binop-extract-shuffle,DataflowConstProp,89743008,5.562502,48.038312,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0084,quinn,6,binop-extract-shuffle,DataflowConstProp,89743008,5.739606,48.038312,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0084,quinn,7,binop-extract-shuffle,DataflowConstProp,89743008,5.562661,48.038312,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0084,quinn,8,binop-extract-shuffle,DataflowConstProp,89743008,5.534913,48.038312,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0084,quinn,9,binop-extract-shuffle,DataflowConstProp,89743008,5.716149,48.038312,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0084,quinn,10,binop-extract-shuffle,DataflowConstProp,89743008,5.614938,48.038312,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0085,quinn,1,expand-reductions,DataflowConstProp,89742808,5.488218,50.311769,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0085,quinn,2,expand-reductions,DataflowConstProp,89742808,5.612639,50.311769,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0085,quinn,3,expand-reductions,DataflowConstProp,89742808,5.744567,50.311769,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0085,quinn,4,expand-reductions,DataflowConstProp,89742808,5.509968,50.311769,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0085,quinn,5,expand-reductions,DataflowConstProp,89742808,5.467696,50.311769,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0085,quinn,6,expand-reductions,DataflowConstProp,89742808,5.617430,50.311769,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0085,quinn,7,expand-reductions,DataflowConstProp,89742808,5.548723,50.311769,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0085,quinn,8,expand-reductions,DataflowConstProp,89742808,5.551020,50.311769,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0085,quinn,9,expand-reductions,DataflowConstProp,89742808,5.679349,50.311769,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0085,quinn,10,expand-reductions,DataflowConstProp,89742808,5.585829,50.311769,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0086,quinn,1,interleaved-load-combine,DataflowConstProp,89742872,5.392493,50.316351,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0086,quinn,2,interleaved-load-combine,DataflowConstProp,89742872,5.577447,50.316351,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0086,quinn,3,interleaved-load-combine,DataflowConstProp,89742872,5.658274,50.316351,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0086,quinn,4,interleaved-load-combine,DataflowConstProp,89742872,5.654321,50.316351,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0086,quinn,5,interleaved-load-combine,DataflowConstProp,89742872,5.664070,50.316351,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0086,quinn,6,interleaved-load-combine,DataflowConstProp,89742872,5.556469,50.316351,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0086,quinn,7,interleaved-load-combine,DataflowConstProp,89742872,5.471356,50.316351,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0086,quinn,8,interleaved-load-combine,DataflowConstProp,89742872,5.589168,50.316351,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0086,quinn,9,interleaved-load-combine,DataflowConstProp,89742872,5.466000,50.316351,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0086,quinn,10,interleaved-load-combine,DataflowConstProp,89742872,5.526595,50.316351,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0087,quinn,1,loop-idiom-vectorize-all,DataflowConstProp,89742872,5.795657,48.464549,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0087,quinn,2,loop-idiom-vectorize-all,DataflowConstProp,89742872,5.505999,48.464549,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0087,quinn,3,loop-idiom-vectorize-all,DataflowConstProp,89742872,5.558337,48.464549,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0087,quinn,4,loop-idiom-vectorize-all,DataflowConstProp,89742872,5.652374,48.464549,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0087,quinn,5,loop-idiom-vectorize-all,DataflowConstProp,89742872,5.640442,48.464549,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0087,quinn,6,loop-idiom-vectorize-all,DataflowConstProp,89742872,5.737077,48.464549,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0087,quinn,7,loop-idiom-vectorize-all,DataflowConstProp,89742872,5.577253,48.464549,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0087,quinn,8,loop-idiom-vectorize-all,DataflowConstProp,89742872,5.611243,48.464549,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0087,quinn,9,loop-idiom-vectorize-all,DataflowConstProp,89742872,5.477020,48.464549,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0087,quinn,10,loop-idiom-vectorize-all,DataflowConstProp,89742872,5.563765,48.464549,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0088,quinn,1,loop-idiom-vectorize-bytecmp,DataflowConstProp,89742872,5.596271,50.097370,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0088,quinn,2,loop-idiom-vectorize-bytecmp,DataflowConstProp,89742872,5.567029,50.097370,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0088,quinn,3,loop-idiom-vectorize-bytecmp,DataflowConstProp,89742872,5.561802,50.097370,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0088,quinn,4,loop-idiom-vectorize-bytecmp,DataflowConstProp,89742872,5.673636,50.097370,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0088,quinn,5,loop-idiom-vectorize-bytecmp,DataflowConstProp,89742872,5.604701,50.097370,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0088,quinn,6,loop-idiom-vectorize-bytecmp,DataflowConstProp,89742872,5.617905,50.097370,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0088,quinn,7,loop-idiom-vectorize-bytecmp,DataflowConstProp,89742872,5.639617,50.097370,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0088,quinn,8,loop-idiom-vectorize-bytecmp,DataflowConstProp,89742872,5.585531,50.097370,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0088,quinn,9,loop-idiom-vectorize-bytecmp,DataflowConstProp,89742872,5.661850,50.097370,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0088,quinn,10,loop-idiom-vectorize-bytecmp,DataflowConstProp,89742872,5.705991,50.097370,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
EXP_DBL_0089,quinn,1,promote-alloca-to-vector,DataflowConstProp,89742872,5.818205,55.187561,20,1,--clients 1 --streams 1 --max_streams 1 --download-size 64M --upload-size 0,Success
