ConfigName,Variant,RunID,LLVM_Pass,MIR_Pass,BinarySize(Bytes),TotalRuntime(s),CompileTime(s),Status
EXP_DBL_0075,serde,1,dfa-sched,CopyProp,628088,11.539500,15.413283,Success
EXP_DBL_0075,serde,2,dfa-sched,CopyProp,628088,11.528700,15.413283,Success
EXP_DBL_0075,serde,3,dfa-sched,CopyProp,628088,11.681600,15.413283,Success
EXP_DBL_0075,serde,4,dfa-sched,CopyProp,628088,11.514100,15.413283,Success
EXP_DBL_0075,serde,5,dfa-sched,CopyProp,628088,11.630700,15.413283,Success
EXP_DBL_0075,serde,6,dfa-sched,CopyProp,628088,11.686800,15.413283,Success
EXP_DBL_0075,serde,7,dfa-sched,CopyProp,628088,11.521000,15.413283,Success
EXP_DBL_0075,serde,8,dfa-sched,CopyProp,628088,11.780500,15.413283,Success
EXP_DBL_0075,serde,9,dfa-sched,CopyProp,628088,11.511600,15.413283,Success
EXP_DBL_0075,serde,10,dfa-sched,CopyProp,628088,11.560700,15.413283,Success
EXP_DBL_0076,serde,1,i2p-p2i-opt,CopyProp,628048,11.509300,15.546545,Success
EXP_DBL_0076,serde,2,i2p-p2i-opt,CopyProp,628048,11.526500,15.546545,Success
EXP_DBL_0076,serde,3,i2p-p2i-opt,CopyProp,628048,11.681800,15.546545,Success
EXP_DBL_0076,serde,4,i2p-p2i-opt,CopyProp,628048,11.553600,15.546545,Success
EXP_DBL_0076,serde,5,i2p-p2i-opt,CopyProp,628048,11.540200,15.546545,Success
EXP_DBL_0076,serde,6,i2p-p2i-opt,CopyProp,628048,11.542100,15.546545,Success
EXP_DBL_0076,serde,7,i2p-p2i-opt,CopyProp,628048,11.500500,15.546545,Success
EXP_DBL_0076,serde,8,i2p-p2i-opt,CopyProp,628048,11.651900,15.546545,Success
EXP_DBL_0076,serde,9,i2p-p2i-opt,CopyProp,628048,11.557100,15.546545,Success
EXP_DBL_0076,serde,10,i2p-p2i-opt,CopyProp,628048,11.565500,15.546545,Success
EXP_DBL_0077,serde,1,mr-partial-inlining,CopyProp,628088,11.704800,15.691843,Success
EXP_DBL_0077,serde,2,mr-partial-inlining,CopyProp,628088,11.524100,15.691843,Success
EXP_DBL_0077,serde,3,mr-partial-inlining,CopyProp,628088,11.548600,15.691843,Success
EXP_DBL_0077,serde,4,mr-partial-inlining,CopyProp,628088,11.562400,15.691843,Success
EXP_DBL_0077,serde,5,mr-partial-inlining,CopyProp,628088,11.811100,15.691843,Success
EXP_DBL_0077,serde,6,mr-partial-inlining,CopyProp,628088,11.519200,15.691843,Success
EXP_DBL_0077,serde,7,mr-partial-inlining,CopyProp,628088,11.547300,15.691843,Success
EXP_DBL_0077,serde,8,mr-partial-inlining,CopyProp,628088,11.542000,15.691843,Success
EXP_DBL_0077,serde,9,mr-partial-inlining,CopyProp,628088,11.519300,15.691843,Success
EXP_DBL_0077,serde,10,mr-partial-inlining,CopyProp,628088,11.680800,15.691843,Success
EXP_DBL_0078,serde,1,partial-inlining,CopyProp,628088,11.535700,15.435095,Success
EXP_DBL_0078,serde,2,partial-inlining,CopyProp,628088,11.683700,15.435095,Success
EXP_DBL_0078,serde,3,partial-inlining,CopyProp,628088,11.501300,15.435095,Success
EXP_DBL_0078,serde,4,partial-inlining,CopyProp,628088,11.556100,15.435095,Success
EXP_DBL_0078,serde,5,partial-inlining,CopyProp,628088,11.520100,15.435095,Success
EXP_DBL_0078,serde,6,partial-inlining,CopyProp,628088,11.588100,15.435095,Success
EXP_DBL_0078,serde,7,partial-inlining,CopyProp,628088,11.579500,15.435095,Success
EXP_DBL_0078,serde,8,partial-inlining,CopyProp,628088,11.526100,15.435095,Success
EXP_DBL_0078,serde,9,partial-inlining,CopyProp,628088,11.561300,15.435095,Success
EXP_DBL_0078,serde,10,partial-inlining,CopyProp,628088,11.641700,15.435095,Success
EXP_DBL_0079,serde,1,partial-libcall-inlining,CopyProp,628088,11.545200,15.405294,Success
EXP_DBL_0079,serde,2,partial-libcall-inlining,CopyProp,628088,11.580600,15.405294,Success
EXP_DBL_0079,serde,3,partial-libcall-inlining,CopyProp,628088,11.562700,15.405294,Success
EXP_DBL_0079,serde,4,partial-libcall-inlining,CopyProp,628088,11.521900,15.405294,Success
EXP_DBL_0079,serde,5,partial-libcall-inlining,CopyProp,628088,11.526700,15.405294,Success
EXP_DBL_0079,serde,6,partial-libcall-inlining,CopyProp,628088,11.529000,15.405294,Success
EXP_DBL_0079,serde,7,partial-libcall-inlining,CopyProp,628088,11.689700,15.405294,Success
EXP_DBL_0079,serde,8,partial-libcall-inlining,CopyProp,628088,11.594000,15.405294,Success
EXP_DBL_0079,serde,9,partial-libcall-inlining,CopyProp,628088,11.547300,15.405294,Success
EXP_DBL_0079,serde,10,partial-libcall-inlining,CopyProp,628088,11.514200,15.405294,Success
EXP_DBL_0080,serde,1,peephole,CopyProp,630184,11.559300,15.521539,Success
EXP_DBL_0080,serde,2,peephole,CopyProp,630184,11.521800,15.521539,Success
EXP_DBL_0080,serde,3,peephole,CopyProp,630184,11.580400,15.521539,Success
EXP_DBL_0080,serde,4,peephole,CopyProp,630184,11.665900,15.521539,Success
EXP_DBL_0080,serde,5,peephole,CopyProp,630184,11.553900,15.521539,Success
EXP_DBL_0080,serde,6,peephole,CopyProp,630184,11.544600,15.521539,Success
EXP_DBL_0080,serde,7,peephole,CopyProp,630184,11.552800,15.521539,Success
EXP_DBL_0080,serde,8,peephole,CopyProp,630184,11.671600,15.521539,Success
EXP_DBL_0080,serde,9,peephole,CopyProp,630184,11.651000,15.521539,Success
EXP_DBL_0080,serde,10,peephole,CopyProp,630184,11.551700,15.521539,Success
EXP_DBL_0081,serde,1,post-ra,CopyProp,628088,11.635300,15.336298,Success
EXP_DBL_0081,serde,2,post-ra,CopyProp,628088,11.524100,15.336298,Success
EXP_DBL_0081,serde,3,post-ra,CopyProp,628088,11.537900,15.336298,Success
EXP_DBL_0081,serde,4,post-ra,CopyProp,628088,11.561000,15.336298,Success
EXP_DBL_0081,serde,5,post-ra,CopyProp,628088,11.522400,15.336298,Success
EXP_DBL_0081,serde,6,post-ra,CopyProp,628088,11.569500,15.336298,Success
EXP_DBL_0081,serde,7,post-ra,CopyProp,628088,11.563200,15.336298,Success
EXP_DBL_0081,serde,8,post-ra,CopyProp,628088,11.542000,15.336298,Success
EXP_DBL_0081,serde,9,post-ra,CopyProp,628088,11.683800,15.336298,Success
EXP_DBL_0081,serde,10,post-ra,CopyProp,628088,11.531300,15.336298,Success
EXP_DBL_0082,serde,1,spill-fusing,CopyProp,628712,14.405100,15.506728,Success
EXP_DBL_0082,serde,2,spill-fusing,CopyProp,628712,11.554700,15.506728,Success
EXP_DBL_0082,serde,3,spill-fusing,CopyProp,628712,11.549000,15.506728,Success
EXP_DBL_0082,serde,4,spill-fusing,CopyProp,628712,11.637600,15.506728,Success
EXP_DBL_0082,serde,5,spill-fusing,CopyProp,628712,11.537200,15.506728,Success
EXP_DBL_0082,serde,6,spill-fusing,CopyProp,628712,11.690300,15.506728,Success
EXP_DBL_0082,serde,7,spill-fusing,CopyProp,628712,11.585700,15.506728,Success
EXP_DBL_0082,serde,8,spill-fusing,CopyProp,628712,11.562400,15.506728,Success
EXP_DBL_0082,serde,9,spill-fusing,CopyProp,628712,11.542800,15.506728,Success
EXP_DBL_0082,serde,10,spill-fusing,CopyProp,628712,11.546900,15.506728,Success
EXP_DBL_0083,serde,1,strictnode-mutation,CopyProp,628088,11.592200,15.485819,Success
EXP_DBL_0083,serde,2,strictnode-mutation,CopyProp,628088,11.519600,15.485819,Success
EXP_DBL_0083,serde,3,strictnode-mutation,CopyProp,628088,11.637600,15.485819,Success
EXP_DBL_0083,serde,4,strictnode-mutation,CopyProp,628088,11.584400,15.485819,Success
EXP_DBL_0083,serde,5,strictnode-mutation,CopyProp,628088,11.529300,15.485819,Success
EXP_DBL_0083,serde,6,strictnode-mutation,CopyProp,628088,11.533000,15.485819,Success
EXP_DBL_0083,serde,7,strictnode-mutation,CopyProp,628088,11.507800,15.485819,Success
EXP_DBL_0083,serde,8,strictnode-mutation,CopyProp,628088,11.630300,15.485819,Success
EXP_DBL_0083,serde,9,strictnode-mutation,CopyProp,628088,11.546100,15.485819,Success
EXP_DBL_0083,serde,10,strictnode-mutation,CopyProp,628088,11.509800,15.485819,Success
EXP_DBL_0084,serde,1,binop-extract-shuffle,DataflowConstProp,627824,11.702600,15.587521,Success
EXP_DBL_0084,serde,2,binop-extract-shuffle,DataflowConstProp,627824,11.580800,15.587521,Success
EXP_DBL_0084,serde,3,binop-extract-shuffle,DataflowConstProp,627824,11.580600,15.587521,Success
EXP_DBL_0084,serde,4,binop-extract-shuffle,DataflowConstProp,627824,11.730300,15.587521,Success
EXP_DBL_0084,serde,5,binop-extract-shuffle,DataflowConstProp,627824,11.700900,15.587521,Success
EXP_DBL_0084,serde,6,binop-extract-shuffle,DataflowConstProp,627824,11.572400,15.587521,Success
EXP_DBL_0084,serde,7,binop-extract-shuffle,DataflowConstProp,627824,11.593400,15.587521,Success
EXP_DBL_0084,serde,8,binop-extract-shuffle,DataflowConstProp,627824,11.688900,15.587521,Success
EXP_DBL_0084,serde,9,binop-extract-shuffle,DataflowConstProp,627824,11.713200,15.587521,Success
EXP_DBL_0084,serde,10,binop-extract-shuffle,DataflowConstProp,627824,11.608100,15.587521,Success
EXP_DBL_0085,serde,1,expand-reductions,DataflowConstProp,627856,11.626400,15.443656,Success
EXP_DBL_0085,serde,2,expand-reductions,DataflowConstProp,627856,11.758100,15.443656,Success
EXP_DBL_0085,serde,3,expand-reductions,DataflowConstProp,627856,11.577100,15.443656,Success
EXP_DBL_0085,serde,4,expand-reductions,DataflowConstProp,627856,11.652100,15.443656,Success
EXP_DBL_0085,serde,5,expand-reductions,DataflowConstProp,627856,11.702200,15.443656,Success
EXP_DBL_0085,serde,6,expand-reductions,DataflowConstProp,627856,11.781700,15.443656,Success
EXP_DBL_0085,serde,7,expand-reductions,DataflowConstProp,627856,11.577800,15.443656,Success
EXP_DBL_0085,serde,8,expand-reductions,DataflowConstProp,627856,11.589100,15.443656,Success
EXP_DBL_0085,serde,9,expand-reductions,DataflowConstProp,627856,11.621200,15.443656,Success
EXP_DBL_0085,serde,10,expand-reductions,DataflowConstProp,627856,11.685600,15.443656,Success
EXP_DBL_0086,serde,1,interleaved-load-combine,DataflowConstProp,627824,11.623000,15.349733,Success
EXP_DBL_0086,serde,2,interleaved-load-combine,DataflowConstProp,627824,11.704000,15.349733,Success
EXP_DBL_0086,serde,3,interleaved-load-combine,DataflowConstProp,627824,11.600600,15.349733,Success
EXP_DBL_0086,serde,4,interleaved-load-combine,DataflowConstProp,627824,11.882300,15.349733,Success
EXP_DBL_0086,serde,5,interleaved-load-combine,DataflowConstProp,627824,11.821200,15.349733,Success
EXP_DBL_0086,serde,6,interleaved-load-combine,DataflowConstProp,627824,11.602800,15.349733,Success
EXP_DBL_0086,serde,7,interleaved-load-combine,DataflowConstProp,627824,11.741500,15.349733,Success
EXP_DBL_0086,serde,8,interleaved-load-combine,DataflowConstProp,627824,11.784200,15.349733,Success
EXP_DBL_0086,serde,9,interleaved-load-combine,DataflowConstProp,627824,11.685700,15.349733,Success
EXP_DBL_0086,serde,10,interleaved-load-combine,DataflowConstProp,627824,11.733000,15.349733,Success
EXP_DBL_0087,serde,1,loop-idiom-vectorize-all,DataflowConstProp,627824,11.627400,15.367050,Success
EXP_DBL_0087,serde,2,loop-idiom-vectorize-all,DataflowConstProp,627824,11.661800,15.367050,Success
EXP_DBL_0087,serde,3,loop-idiom-vectorize-all,DataflowConstProp,627824,11.630000,15.367050,Success
EXP_DBL_0087,serde,4,loop-idiom-vectorize-all,DataflowConstProp,627824,11.889800,15.367050,Success
EXP_DBL_0087,serde,5,loop-idiom-vectorize-all,DataflowConstProp,627824,11.582900,15.367050,Success
EXP_DBL_0087,serde,6,loop-idiom-vectorize-all,DataflowConstProp,627824,11.682000,15.367050,Success
EXP_DBL_0087,serde,7,loop-idiom-vectorize-all,DataflowConstProp,627824,11.604200,15.367050,Success
EXP_DBL_0087,serde,8,loop-idiom-vectorize-all,DataflowConstProp,627824,11.594500,15.367050,Success
EXP_DBL_0087,serde,9,loop-idiom-vectorize-all,DataflowConstProp,627824,11.921000,15.367050,Success
EXP_DBL_0087,serde,10,loop-idiom-vectorize-all,DataflowConstProp,627824,11.580400,15.367050,Success
EXP_DBL_0088,serde,1,loop-idiom-vectorize-bytecmp,DataflowConstProp,627824,11.791800,15.304185,Success
EXP_DBL_0088,serde,2,loop-idiom-vectorize-bytecmp,DataflowConstProp,627824,11.641300,15.304185,Success
EXP_DBL_0088,serde,3,loop-idiom-vectorize-bytecmp,DataflowConstProp,627824,11.603700,15.304185,Success
EXP_DBL_0088,serde,4,loop-idiom-vectorize-bytecmp,DataflowConstProp,627824,11.631300,15.304185,Success
EXP_DBL_0088,serde,5,loop-idiom-vectorize-bytecmp,DataflowConstProp,627824,11.607000,15.304185,Success
EXP_DBL_0088,serde,6,loop-idiom-vectorize-bytecmp,DataflowConstProp,627824,11.730800,15.304185,Success
EXP_DBL_0088,serde,7,loop-idiom-vectorize-bytecmp,DataflowConstProp,627824,11.634900,15.304185,Success
EXP_DBL_0088,serde,8,loop-idiom-vectorize-bytecmp,DataflowConstProp,627824,11.590100,15.304185,Success
EXP_DBL_0088,serde,9,loop-idiom-vectorize-bytecmp,DataflowConstProp,627824,11.733600,15.304185,Success
EXP_DBL_0088,serde,10,loop-idiom-vectorize-bytecmp,DataflowConstProp,627824,11.616100,15.304185,Success
EXP_DBL_0089,serde,1,promote-alloca-to-vector,DataflowConstProp,627824,11.695000,15.386202,Success
EXP_DBL_0089,serde,2,promote-alloca-to-vector,DataflowConstProp,627824,11.587300,15.386202,Success
EXP_DBL_0089,serde,3,promote-alloca-to-vector,DataflowConstProp,627824,11.623300,15.386202,Success
EXP_DBL_0089,serde,4,promote-alloca-to-vector,DataflowConstProp,627824,11.629200,15.386202,Success
EXP_DBL_0089,serde,5,promote-alloca-to-vector,DataflowConstProp,627824,11.583900,15.386202,Success
EXP_DBL_0089,serde,6,promote-alloca-to-vector,DataflowConstProp,627824,11.699500,15.386202,Success
EXP_DBL_0089,serde,7,promote-alloca-to-vector,DataflowConstProp,627824,11.848900,15.386202,Success
EXP_DBL_0089,serde,8,promote-alloca-to-vector,DataflowConstProp,627824,11.604700,15.386202,Success
EXP_DBL_0089,serde,9,promote-alloca-to-vector,DataflowConstProp,627824,11.669800,15.386202,Success
EXP_DBL_0089,serde,10,promote-alloca-to-vector,DataflowConstProp,627824,11.820300,15.386202,Success
EXP_DBL_0090,serde,1,replace-with-vec-lib,DataflowConstProp,627824,11.607700,15.452979,Success
EXP_DBL_0090,serde,2,replace-with-vec-lib,DataflowConstProp,627824,11.597700,15.452979,Success
EXP_DBL_0090,serde,3,replace-with-vec-lib,DataflowConstProp,627824,11.847600,15.452979,Success
EXP_DBL_0090,serde,4,replace-with-vec-lib,DataflowConstProp,627824,11.578100,15.452979,Success
EXP_DBL_0090,serde,5,replace-with-vec-lib,DataflowConstProp,627824,11.605400,15.452979,Success
EXP_DBL_0090,serde,6,replace-with-vec-lib,DataflowConstProp,627824,11.868400,15.452979,Success
EXP_DBL_0090,serde,7,replace-with-vec-lib,DataflowConstProp,627824,11.736300,15.452979,Success
EXP_DBL_0090,serde,8,replace-with-vec-lib,DataflowConstProp,627824,11.700100,15.452979,Success
EXP_DBL_0090,serde,9,replace-with-vec-lib,DataflowConstProp,627824,11.624500,15.452979,Success
EXP_DBL_0090,serde,10,replace-with-vec-lib,DataflowConstProp,627824,11.622600,15.452979,Success
EXP_DBL_0091,serde,1,vector-combine,DataflowConstProp,627824,11.640800,15.692272,Success
EXP_DBL_0091,serde,2,vector-combine,DataflowConstProp,627824,11.753900,15.692272,Success
EXP_DBL_0091,serde,3,vector-combine,DataflowConstProp,627824,11.664200,15.692272,Success
EXP_DBL_0091,serde,4,vector-combine,DataflowConstProp,627824,11.608600,15.692272,Success
EXP_DBL_0091,serde,5,vector-combine,DataflowConstProp,627824,11.898400,15.692272,Success
EXP_DBL_0091,serde,6,vector-combine,DataflowConstProp,627824,11.582500,15.692272,Success
EXP_DBL_0091,serde,7,vector-combine,DataflowConstProp,627824,11.583400,15.692272,Success
EXP_DBL_0091,serde,8,vector-combine,DataflowConstProp,627824,11.853400,15.692272,Success
EXP_DBL_0091,serde,9,vector-combine,DataflowConstProp,627824,11.706800,15.692272,Success
EXP_DBL_0091,serde,10,vector-combine,DataflowConstProp,627824,11.699500,15.692272,Success
EXP_DBL_0092,serde,1,advanced-peeling,DataflowConstProp,626304,11.499300,15.303570,Success
EXP_DBL_0092,serde,2,advanced-peeling,DataflowConstProp,626304,11.653500,15.303570,Success
EXP_DBL_0092,serde,3,advanced-peeling,DataflowConstProp,626304,11.357300,15.303570,Success
EXP_DBL_0092,serde,4,advanced-peeling,DataflowConstProp,626304,11.362400,15.303570,Success
EXP_DBL_0092,serde,5,advanced-peeling,DataflowConstProp,626304,11.472600,15.303570,Success
EXP_DBL_0092,serde,6,advanced-peeling,DataflowConstProp,626304,11.374800,15.303570,Success
EXP_DBL_0092,serde,7,advanced-peeling,DataflowConstProp,626304,11.360400,15.303570,Success
EXP_DBL_0092,serde,8,advanced-peeling,DataflowConstProp,626304,11.381800,15.303570,Success
EXP_DBL_0092,serde,9,advanced-peeling,DataflowConstProp,626304,11.447800,15.303570,Success
EXP_DBL_0092,serde,10,advanced-peeling,DataflowConstProp,626304,11.607700,15.303570,Success
EXP_DBL_0093,serde,1,lftr,DataflowConstProp,626800,11.451800,15.390127,Success
EXP_DBL_0093,serde,2,lftr,DataflowConstProp,626800,11.748100,15.390127,Success
EXP_DBL_0093,serde,3,lftr,DataflowConstProp,626800,11.544900,15.390127,Success
EXP_DBL_0093,serde,4,lftr,DataflowConstProp,626800,11.492000,15.390127,Success
EXP_DBL_0093,serde,5,lftr,DataflowConstProp,626800,11.535100,15.390127,Success
EXP_DBL_0093,serde,6,lftr,DataflowConstProp,626800,11.464100,15.390127,Success
EXP_DBL_0093,serde,7,lftr,DataflowConstProp,626800,11.548500,15.390127,Success
EXP_DBL_0093,serde,8,lftr,DataflowConstProp,626800,11.466100,15.390127,Success
EXP_DBL_0093,serde,9,lftr,DataflowConstProp,626800,11.614300,15.390127,Success
EXP_DBL_0093,serde,10,lftr,DataflowConstProp,626800,11.531900,15.390127,Success
EXP_DBL_0094,serde,1,licm-promotion,DataflowConstProp,626288,11.465200,15.228917,Success
EXP_DBL_0094,serde,2,licm-promotion,DataflowConstProp,626288,11.491200,15.228917,Success
EXP_DBL_0094,serde,3,licm-promotion,DataflowConstProp,626288,11.459900,15.228917,Success
EXP_DBL_0094,serde,4,licm-promotion,DataflowConstProp,626288,11.461000,15.228917,Success
EXP_DBL_0094,serde,5,licm-promotion,DataflowConstProp,626288,11.477500,15.228917,Success
EXP_DBL_0094,serde,6,licm-promotion,DataflowConstProp,626288,11.481700,15.228917,Success
EXP_DBL_0094,serde,7,licm-promotion,DataflowConstProp,626288,11.555400,15.228917,Success
EXP_DBL_0094,serde,8,licm-promotion,DataflowConstProp,626288,11.526000,15.228917,Success
EXP_DBL_0094,serde,9,licm-promotion,DataflowConstProp,626288,11.468200,15.228917,Success
EXP_DBL_0094,serde,10,licm-promotion,DataflowConstProp,626288,11.531700,15.228917,Success
EXP_DBL_0095,serde,1,loop-level-heuristics,DataflowConstProp,627824,11.658700,15.445555,Success
EXP_DBL_0095,serde,2,loop-level-heuristics,DataflowConstProp,627824,11.651100,15.445555,Success
EXP_DBL_0095,serde,3,loop-level-heuristics,DataflowConstProp,627824,11.699100,15.445555,Success
EXP_DBL_0095,serde,4,loop-level-heuristics,DataflowConstProp,627824,11.772000,15.445555,Success
EXP_DBL_0095,serde,5,loop-level-heuristics,DataflowConstProp,627824,11.590500,15.445555,Success
EXP_DBL_0095,serde,6,loop-level-heuristics,DataflowConstProp,627824,11.601300,15.445555,Success
EXP_DBL_0095,serde,7,loop-level-heuristics,DataflowConstProp,627824,11.572300,15.445555,Success
EXP_DBL_0095,serde,8,loop-level-heuristics,DataflowConstProp,627824,11.617300,15.445555,Success
EXP_DBL_0095,serde,9,loop-level-heuristics,DataflowConstProp,627824,11.717700,15.445555,Success
EXP_DBL_0095,serde,10,loop-level-heuristics,DataflowConstProp,627824,11.662600,15.445555,Success
EXP_DBL_0096,serde,1,lsr,DataflowConstProp,626432,11.575900,14.798519,Success
EXP_DBL_0096,serde,2,lsr,DataflowConstProp,626432,11.458600,14.798519,Success
EXP_DBL_0096,serde,3,lsr,DataflowConstProp,626432,11.496700,14.798519,Success
EXP_DBL_0096,serde,4,lsr,DataflowConstProp,626432,11.504200,14.798519,Success
EXP_DBL_0096,serde,5,lsr,DataflowConstProp,626432,11.479900,14.798519,Success
EXP_DBL_0096,serde,6,lsr,DataflowConstProp,626432,11.531200,14.798519,Success
EXP_DBL_0096,serde,7,lsr,DataflowConstProp,626432,11.490100,14.798519,Success
EXP_DBL_0096,serde,8,lsr,DataflowConstProp,626432,11.463700,14.798519,Success
EXP_DBL_0096,serde,9,lsr,DataflowConstProp,626432,11.604600,14.798519,Success
EXP_DBL_0096,serde,10,lsr,DataflowConstProp,626432,11.479000,14.798519,Success
EXP_DBL_0097,serde,1,machine-licm,DataflowConstProp,627712,11.536800,15.289544,Success
EXP_DBL_0097,serde,2,machine-licm,DataflowConstProp,627712,11.535800,15.289544,Success
EXP_DBL_0097,serde,3,machine-licm,DataflowConstProp,627712,11.472500,15.289544,Success
EXP_DBL_0097,serde,4,machine-licm,DataflowConstProp,627712,11.493800,15.289544,Success
EXP_DBL_0097,serde,5,machine-licm,DataflowConstProp,627712,11.432700,15.289544,Success
EXP_DBL_0097,serde,6,machine-licm,DataflowConstProp,627712,11.695300,15.289544,Success
EXP_DBL_0097,serde,7,machine-licm,DataflowConstProp,627712,11.469100,15.289544,Success
EXP_DBL_0097,serde,8,machine-licm,DataflowConstProp,627712,11.532600,15.289544,Success
EXP_DBL_0097,serde,9,machine-licm,DataflowConstProp,627712,11.471100,15.289544,Success
EXP_DBL_0097,serde,10,machine-licm,DataflowConstProp,627712,11.655000,15.289544,Success
EXP_DBL_0098,serde,1,postra-machine-licm,DataflowConstProp,627824,11.599400,15.365990,Success
EXP_DBL_0098,serde,2,postra-machine-licm,DataflowConstProp,627824,11.613100,15.365990,Success
EXP_DBL_0098,serde,3,postra-machine-licm,DataflowConstProp,627824,11.697800,15.365990,Success
EXP_DBL_0098,serde,4,postra-machine-licm,DataflowConstProp,627824,11.643400,15.365990,Success
EXP_DBL_0098,serde,5,postra-machine-licm,DataflowConstProp,627824,11.607200,15.365990,Success
EXP_DBL_0098,serde,6,postra-machine-licm,DataflowConstProp,627824,11.723100,15.365990,Success
EXP_DBL_0098,serde,7,postra-machine-licm,DataflowConstProp,627824,11.636300,15.365990,Success
EXP_DBL_0098,serde,8,postra-machine-licm,DataflowConstProp,627824,11.636500,15.365990,Success
EXP_DBL_0098,serde,9,postra-machine-licm,DataflowConstProp,627824,11.616200,15.365990,Success
EXP_DBL_0098,serde,10,postra-machine-licm,DataflowConstProp,627824,11.626400,15.365990,Success
EXP_DBL_0099,serde,1,preheader-prot,DataflowConstProp,627808,11.547700,15.521946,Success
EXP_DBL_0099,serde,2,preheader-prot,DataflowConstProp,627808,11.508300,15.521946,Success
EXP_DBL_0099,serde,3,preheader-prot,DataflowConstProp,627808,11.833600,15.521946,Success
EXP_DBL_0099,serde,4,preheader-prot,DataflowConstProp,627808,11.580500,15.521946,Success
EXP_DBL_0099,serde,5,preheader-prot,DataflowConstProp,627808,11.666800,15.521946,Success
EXP_DBL_0099,serde,6,preheader-prot,DataflowConstProp,627808,11.515000,15.521946,Success
EXP_DBL_0099,serde,7,preheader-prot,DataflowConstProp,627808,11.555300,15.521946,Success
EXP_DBL_0099,serde,8,preheader-prot,DataflowConstProp,627808,11.686100,15.521946,Success
EXP_DBL_0099,serde,9,preheader-prot,DataflowConstProp,627808,11.567200,15.521946,Success
EXP_DBL_0099,serde,10,preheader-prot,DataflowConstProp,627808,11.584800,15.521946,Success
EXP_DBL_0100,serde,1,block-placement,DataflowConstProp,623472,11.699200,15.512773,Success
EXP_DBL_0100,serde,2,block-placement,DataflowConstProp,623472,11.688100,15.512773,Success
EXP_DBL_0100,serde,3,block-placement,DataflowConstProp,623472,11.684400,15.512773,Success
EXP_DBL_0100,serde,4,block-placement,DataflowConstProp,623472,11.742800,15.512773,Success
EXP_DBL_0100,serde,5,block-placement,DataflowConstProp,623472,11.826600,15.512773,Success
EXP_DBL_0100,serde,6,block-placement,DataflowConstProp,623472,11.780900,15.512773,Success
EXP_DBL_0100,serde,7,block-placement,DataflowConstProp,623472,11.694100,15.512773,Success
EXP_DBL_0100,serde,8,block-placement,DataflowConstProp,623472,11.677000,15.512773,Success
EXP_DBL_0100,serde,9,block-placement,DataflowConstProp,623472,11.720200,15.512773,Success
EXP_DBL_0100,serde,10,block-placement,DataflowConstProp,623472,11.804900,15.512773,Success
EXP_DBL_0101,serde,1,branch-fold,DataflowConstProp,628528,11.497800,15.341065,Success
EXP_DBL_0101,serde,2,branch-fold,DataflowConstProp,628528,11.631000,15.341065,Success
EXP_DBL_0101,serde,3,branch-fold,DataflowConstProp,628528,11.465600,15.341065,Success
EXP_DBL_0101,serde,4,branch-fold,DataflowConstProp,628528,11.557700,15.341065,Success
EXP_DBL_0101,serde,5,branch-fold,DataflowConstProp,628528,11.560800,15.341065,Success
EXP_DBL_0101,serde,6,branch-fold,DataflowConstProp,628528,11.445200,15.341065,Success
EXP_DBL_0101,serde,7,branch-fold,DataflowConstProp,628528,11.610600,15.341065,Success
EXP_DBL_0101,serde,8,branch-fold,DataflowConstProp,628528,11.599400,15.341065,Success
EXP_DBL_0101,serde,9,branch-fold,DataflowConstProp,628528,11.470300,15.341065,Success
EXP_DBL_0101,serde,10,branch-fold,DataflowConstProp,628528,11.556900,15.341065,Success
EXP_DBL_0102,serde,1,cgp-branch-opts,DataflowConstProp,627824,11.577600,15.253010,Success
EXP_DBL_0102,serde,2,cgp-branch-opts,DataflowConstProp,627824,11.681400,15.253010,Success
EXP_DBL_0102,serde,3,cgp-branch-opts,DataflowConstProp,627824,11.589500,15.253010,Success
EXP_DBL_0102,serde,4,cgp-branch-opts,DataflowConstProp,627824,11.626200,15.253010,Success
EXP_DBL_0102,serde,5,cgp-branch-opts,DataflowConstProp,627824,11.624400,15.253010,Success
EXP_DBL_0102,serde,6,cgp-branch-opts,DataflowConstProp,627824,11.605100,15.253010,Success
EXP_DBL_0102,serde,7,cgp-branch-opts,DataflowConstProp,627824,11.769800,15.253010,Success
EXP_DBL_0102,serde,8,cgp-branch-opts,DataflowConstProp,627824,11.752500,15.253010,Success
EXP_DBL_0102,serde,9,cgp-branch-opts,DataflowConstProp,627824,11.741300,15.253010,Success
EXP_DBL_0102,serde,10,cgp-branch-opts,DataflowConstProp,627824,11.730100,15.253010,Success
EXP_DBL_0103,serde,1,cgp-select2branch,DataflowConstProp,627824,11.624600,15.300230,Success
EXP_DBL_0103,serde,2,cgp-select2branch,DataflowConstProp,627824,11.584400,15.300230,Success
EXP_DBL_0103,serde,3,cgp-select2branch,DataflowConstProp,627824,11.597800,15.300230,Success
EXP_DBL_0103,serde,4,cgp-select2branch,DataflowConstProp,627824,11.800300,15.300230,Success
EXP_DBL_0103,serde,5,cgp-select2branch,DataflowConstProp,627824,11.588500,15.300230,Success
EXP_DBL_0103,serde,6,cgp-select2branch,DataflowConstProp,627824,11.568800,15.300230,Success
EXP_DBL_0103,serde,7,cgp-select2branch,DataflowConstProp,627824,11.774400,15.300230,Success
